UE_ID,sat_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz
UE_009,LEO,877.0,11.254,6.454,-84.773,0.000127,792.403,7.847,2.9,-3791.9,2.92,0.0,0.0,57.59,2.44
UE_010,LEO,801.1,-1.568,-7.068,-89.984,0.074,84.084,15.341,53.0,755.6,2.67,47.0,13.2,10.26,0.26
UE_011,LEO,840.8,12.063,5.463,-83.368,0.00017,707.14,13.606,1.3,329.4,2.8,0.0,0.0,54.12,2.18
UE_012,LEO,1023.4,8.703,4.803,-85.548,0.00156,652.586,11.823,10.0,2231.0,3.41,0.0,0.0,51.81,2.01
UE_013,LEO,1311.8,8.044,3.944,-86.578,0.00196,584.671,22.745,11.0,-940.5,4.37,0.0,0.0,48.8,1.8
UE_014,LEO,1669.8,7.726,3.726,-85.737,0.00166,567.98,25.132,10.0,-327.2,5.57,0.0,0.0,48.04,1.75
UE_015,LEO,1806.7,-20.087,-26.187,-100.043,0.025,1.127,26.045,46.0,3870.7,6.02,26.0,27.14,0.0,0.0
UE_016,LEO,1442.6,8.945,2.845,-86.327,0.00101,503.299,12.617,13.0,4350.9,4.81,0.0,0.0,44.96,1.55
UE_017,LEO,1123.0,9.627,3.227,-84.386,0.00189,530.873,12.487,8.0,-4283.9,3.74,0.0,0.0,46.3,1.63
UE_018,LEO,870.5,10.808,6.608,-83.796,0.000189,806.012,19.803,2.2,404.8,2.9,0.0,0.0,58.13,2.48
UE_019,LEO,814.6,9.904,7.404,-85.048,0.000129,877.653,19.431,1.3,-3592.2,2.72,0.0,0.0,60.91,2.7
UE_000,LEO,877.7,11.348,7.648,-84.826,0.000158,900.049,8.851,0.6,3372.0,2.93,0.0,0.0,61.77,2.77
UE_001,LEO,808.7,12.26,6.26,-84.77,0.000121,775.444,10.391,1.0,-3661.7,2.7,0.0,0.0,56.91,2.39
UE_002,LEO,856.3,12.428,7.428,-84.386,0.000107,879.866,19.709,0.3,2512.6,2.85,0.0,0.0,61.0,2.71
UE_003,LEO,1035.2,10.93,5.43,-85.235,0.00012,704.296,8.902,0.8,2884.3,3.45,0.0,0.0,54.0,2.17
UE_004,LEO,1326.1,8.586,4.386,-85.507,0.00175,619.152,8.84,13.0,-709.2,4.42,0.0,0.0,50.35,1.91
UE_005,LEO,1726.1,6.269,3.469,-86.765,0.00171,548.728,22.507,12.0,4393.4,5.75,0.0,0.0,47.14,1.69
UE_006,LEO,1771.7,6.948,4.248,-87.426,0.00118,608.271,15.812,6.0,-1613.4,5.91,0.0,0.0,49.87,1.87
UE_007,LEO,1428.2,-23.648,-28.948,-101.424,0.069,0.597,9.521,44.0,4524.5,4.76,49.0,31.04,0.0,0.0
UE_008,LEO,1088.7,10.516,5.016,-84.642,0.000149,669.935,7.258,0.2,1820.1,3.63,0.0,0.0,52.55,2.06
UE_009,LEO,881.6,12.016,8.116,-84.392,0.000115,943.535,11.877,2.9,1462.7,2.94,0.0,0.0,63.41,2.9
UE_010,LEO,827.0,-2.027,-7.627,-90.314,0.038,74.693,19.514,32.0,3723.2,2.76,47.0,13.72,8.3,0.23
UE_011,LEO,862.0,10.88,4.88,-83.66,0.00155,658.799,15.747,12.0,3567.2,2.87,0.0,0.0,52.08,2.03
UE_012,LEO,1007.1,9.606,5.206,-86.097,0.000197,685.667,18.714,0.6,4180.0,3.36,0.0,0.0,53.22,2.11
UE_013,LEO,1339.5,8.432,4.532,-86.784,0.00103,630.761,17.93,5.0,395.9,4.47,0.0,0.0,50.86,1.94
UE_014,LEO,1713.7,7.603,4.403,-85.398,0.00183,620.51,11.425,10.0,4691.3,5.71,0.0,0.0,50.41,1.91
UE_015,LEO,1773.7,-20.35,-26.45,-99.275,0.092,1.061,11.825,43.0,4717.1,5.91,26.0,25.89,0.0,0.0
UE_016,LEO,1437.1,6.564,1.164,-85.918,0.00192,392.06,10.581,7.0,1190.3,4.79,0.0,0.0,39.08,1.21
UE_017,LEO,1052.4,10.926,4.926,-84.637,0.0015,662.587,19.016,14.0,-1594.1,3.51,0.0,0.0,52.24,2.04
UE_018,LEO,863.4,11.568,7.268,-83.916,0.000102,865.258,5.756,1.4,-931.8,2.88,0.0,0.0,60.44,2.66
UE_019,LEO,825.3,12.304,9.904,-83.348,0.000118,1114.888,11.502,1.9,2895.8,2.75,0.0,0.0,69.66,3.43
UE_000,LEO,860.6,11.591,8.791,-84.304,0.000158,1007.277,6.738,3.0,-2669.7,2.87,0.0,0.0,65.77,3.1
UE_001,LEO,808.0,12.167,5.167,-83.617,0.000161,682.367,5.387,0.1,-3440.6,2.69,0.0,0.0,53.08,2.1
UE_002,LEO,863.6,11.466,6.966,-85.167,0.000148,837.944,15.758,1.1,2817.4,2.88,0.0,0.0,59.38,2.58
UE_003,LEO,1036.0,8.925,2.025,-85.837,0.00137,446.944,20.907,11.0,3864.6,3.45,0.0,0.0,42.09,1.38
UE_004,LEO,1401.8,6.893,2.793,-87.454,0.00152,499.581,9.345,13.0,4462.6,4.67,0.0,0.0,44.77,1.54
UE_005,LEO,1694.6,7.856,4.856,-85.872,0.00107,656.861,20.297,5.0,-4626.1,5.65,0.0,0.0,52.0,2.02
UE_006,LEO,1824.1,6.714,3.014,-86.543,0.00185,515.356,12.161,7.0,-2506.0,6.08,0.0,0.0,45.55,1.59
UE_007,LEO,1455.1,-25.702,-29.302,-102.251,0.109,0.55,14.701,42.0,-4590.3,4.85,49.0,32.1,0.0,0.0
UE_008,LEO,1065.7,9.347,2.947,-85.726,0.00197,510.596,10.105,6.0,815.7,3.55,0.0,0.0,45.32,1.57
UE_009,LEO,872.8,9.888,5.188,-85.856,0.000195,684.166,5.819,3.0,2280.4,2.91,0.0,0.0,53.16,2.11
UE_010,LEO,825.1,-1.57,-7.27,-90.685,0.084,80.583,11.5,40.0,2587.7,2.75,47.0,13.68,9.56,0.25
UE_011,LEO,866.2,9.744,2.744,-84.728,0.0018,496.114,12.775,13.0,-1692.2,2.89,0.0,0.0,44.6,1.53
UE_012,LEO,1032.2,10.949,7.049,-85.326,0.000188,845.412,12.881,2.3,-1235.1,3.44,0.0,0.0,59.67,2.6
UE_013,LEO,1350.5,8.588,4.888,-85.906,0.00149,659.515,17.004,6.0,1023.4,4.5,0.0,0.0,52.11,2.03
UE_014,LEO,1763.7,6.769,3.769,-86.716,0.0019,571.277,16.758,12.0,4680.3,5.88,0.0,0.0,48.19,1.76
UE_015,LEO,1720.3,-17.651,-23.251,-98.725,0.033,2.213,25.469,36.0,2562.2,5.73,26.0,24.04,0.0,0.01
UE_016,LEO,1444.8,9.237,3.737,-86.281,0.00128,568.853,15.632,13.0,1945.2,4.82,0.0,0.0,48.08,1.75
UE_017,LEO,1069.7,9.124,3.824,-84.738,0.00142,575.461,9.132,7.0,3744.0,3.57,0.0,0.0,48.38,1.77
UE_018,LEO,876.9,10.755,6.555,-83.722,0.00019,801.338,5.846,0.4,-406.7,2.92,0.0,0.0,57.94,2.47
UE_019,LEO,801.0,10.234,7.834,-84.683,0.000194,917.27,8.34,1.9,-1062.4,2.67,0.0,0.0,62.42,2.82
UE_000,LEO,862.4,9.576,6.276,-84.812,0.000133,776.783,5.75,2.4,1924.4,2.87,0.0,0.0,56.96,2.39
UE_001,LEO,807.9,10.568,4.868,-84.316,0.00193,657.837,6.386,10.0,-3261.9,2.69,0.0,0.0,52.04,2.02
UE_002,LEO,869.9,9.713,5.813,-85.844,0.000132,736.763,15.799,2.6,3786.5,2.9,0.0,0.0,55.34,2.27
UE_003,LEO,1052.2,10.527,4.027,-84.937,0.00107,591.045,9.015,8.0,-3972.7,3.51,0.0,0.0,49.09,1.82
UE_004,LEO,1445.8,9.034,4.234,-85.483,0.0018,607.168,19.638,9.0,-3816.3,4.82,0.0,0.0,49.82,1.87
UE_005,LEO,1768.1,7.557,4.957,-87.021,0.00193,665.143,16.788,13.0,2903.8,5.89,0.0,0.0,52.35,2.05
UE_006,LEO,1747.5,6.712,3.412,-87.244,0.0018,544.454,11.65,5.0,1916.3,5.82,0.0,0.0,46.94,1.68
UE_007,LEO,1379.6,-20.955,-24.855,-100.978,0.066,1.53,9.197,38.0,-2554.0,4.6,49.0,29.23,0.0,0.0
UE_008,LEO,1051.5,9.531,3.731,-85.235,0.00198,568.384,7.01,7.0,-4231.0,3.51,0.0,0.0,48.06,1.75
UE_009,LEO,863.1,11.97,8.17,-83.315,0.000155,948.549,16.754,0.3,-800.6,2.88,0.0,0.0,63.59,2.92
UE_010,LEO,820.7,-1.343,-7.943,-91.372,0.055,69.824,5.472,52.0,-3614.4,2.74,47.0,13.59,7.2,0.21
UE_011,LEO,856.2,11.129,5.929,-85.035,0.000147,746.771,8.708,1.0,-3808.4,2.85,0.0,0.0,55.75,2.3
UE_012,LEO,1085.7,9.432,4.632,-84.984,0.0012,638.798,7.238,14.0,-3648.9,3.62,0.0,0.0,51.21,1.97
UE_013,LEO,1387.0,7.248,2.648,-85.476,0.0011,489.41,19.247,8.0,-4537.5,4.62,0.0,0.0,44.27,1.51
UE_014,LEO,1834.0,7.689,3.889,-85.355,0.00143,580.441,15.227,14.0,-3570.6,6.11,0.0,0.0,48.61,1.79
UE_015,LEO,1754.3,-17.102,-22.402,-98.851,0.101,2.689,20.696,56.0,3153.7,5.85,26.0,25.2,0.0,0.01
UE_016,LEO,1357.1,9.463,3.963,-85.769,0.00113,586.095,19.047,9.0,3636.7,4.52,0.0,0.0,48.87,1.8
UE_017,LEO,1022.7,9.207,3.007,-85.296,0.0011,514.899,6.818,14.0,1018.2,3.41,0.0,0.0,45.53,1.58
UE_018,LEO,873.9,11.279,5.879,-84.76,0.000142,742.448,5.826,0.2,3362.6,2.91,0.0,0.0,55.58,2.28
UE_019,LEO,820.9,11.345,7.345,-84.927,0.000171,872.304,5.473,0.7,3641.8,2.74,0.0,0.0,60.71,2.68
UE_000,LEO,864.7,11.256,8.856,-84.472,0.000137,1013.497,14.765,2.2,3196.5,2.88,0.0,0.0,66.0,3.12
UE_001,LEO,802.8,11.017,4.717,-85.491,0.00169,645.623,10.352,13.0,1820.3,2.68,0.0,0.0,51.51,1.99
UE_002,LEO,865.0,11.054,6.154,-84.773,0.000119,766.209,5.766,2.8,-2865.8,2.88,0.0,0.0,56.54,2.36
UE_003,LEO,1069.2,9.927,4.427,-84.237,0.00188,622.399,8.128,13.0,4114.2,3.56,0.0,0.0,50.49,1.92
UE_004,LEO,1414.7,6.845,1.945,-86.377,0.00135,441.67,23.431,12.0,2498.3,4.72,0.0,0.0,41.81,1.36
UE_005,LEO,1789.6,8.102,5.702,-85.049,0.000184,727.279,23.93,2.4,2640.2,5.97,0.0,0.0,54.96,2.24
UE_006,LEO,1710.2,8.413,5.613,-86.594,0.000172,719.734,16.401,0.2,3146.1,5.7,0.0,0.0,54.64,2.21
UE_007,LEO,1355.2,-20.794,-26.994,-100.297,0.062,0.936,21.035,54.0,-1923.9,4.52,49.0,28.36,0.0,0.0
UE_008,LEO,1048.2,9.651,3.351,-85.674,0.00157,539.962,14.988,11.0,1795.8,3.49,0.0,0.0,46.73,1.66
UE_009,LEO,867.3,9.735,4.735,-86.033,0.00115,647.063,6.782,12.0,269.5,2.89,0.0,0.0,51.57,1.99
UE_010,LEO,814.2,-1.851,-7.651,-90.125,0.045,74.323,19.428,46.0,-1199.7,2.71,47.0,13.46,8.22,0.23
UE_011,LEO,874.6,11.973,5.873,-83.413,0.000124,741.944,5.831,0.2,3182.3,2.92,0.0,0.0,55.56,2.28
UE_012,LEO,1106.8,8.315,4.615,-86.542,0.00195,637.441,7.378,13.0,-1266.0,3.69,0.0,0.0,51.15,1.96
UE_013,LEO,1410.5,6.861,2.161,-86.97,0.00182,455.991,22.403,8.0,1031.4,4.7,0.0,0.0,42.56,1.4
UE_014,LEO,1828.0,5.604,1.704,-87.698,0.0016,425.956,21.186,11.0,-2293.0,6.09,0.0,0.0,40.96,1.31
UE_015,LEO,1697.5,-16.651,-22.151,-99.225,0.042,2.849,17.317,47.0,-2892.6,5.66,26.0,23.3,0.0,0.01
UE_016,LEO,1316.9,8.823,2.423,-84.888,0.00177,473.821,20.779,10.0,-2910.0,4.39,0.0,0.0,43.48,1.46
UE_017,LEO,1034.4,10.535,4.335,-85.733,0.00164,615.125,14.896,6.0,-2240.4,3.45,0.0,0.0,50.17,1.89
UE_018,LEO,848.7,11.195,6.495,-83.703,0.000107,795.997,5.658,2.2,1845.0,2.83,0.0,0.0,57.73,2.45
UE_019,LEO,821.7,12.238,8.538,-84.481,0.000131,983.221,10.478,0.2,-3698.7,2.74,0.0,0.0,64.88,3.03
UE_000,LEO,837.2,9.696,6.896,-84.252,0.000171,831.707,6.581,1.9,3229.4,2.79,0.0,0.0,59.14,2.56
UE_001,LEO,827.9,11.78,5.58,-84.71,0.000138,716.988,5.519,0.6,3487.2,2.76,0.0,0.0,54.53,2.21
UE_002,LEO,870.5,9.908,5.208,-84.246,0.000114,685.78,7.803,0.4,3814.0,2.9,0.0,0.0,53.23,2.11
UE_003,LEO,1081.3,8.657,1.857,-86.171,0.00156,435.887,11.209,12.0,-3476.2,3.6,0.0,0.0,41.5,1.34
UE_004,LEO,1491.8,7.575,3.675,-87.012,0.00111,564.179,9.945,12.0,-483.4,4.97,0.0,0.0,47.86,1.74
UE_005,LEO,1743.0,6.624,2.824,-87.388,0.00132,501.775,11.62,5.0,3711.8,5.81,0.0,0.0,44.88,1.54
UE_006,LEO,1684.1,8.485,6.185,-85.657,0.000196,768.886,11.227,1.4,-3891.9,5.61,0.0,0.0,56.65,2.37
UE_007,LEO,1351.7,-21.358,-27.158,-99.979,0.054,0.901,17.011,48.0,-4450.8,4.51,49.0,28.24,0.0,0.0
UE_008,LEO,1027.5,10.378,4.278,-85.011,0.00105,610.609,6.85,5.0,-3536.5,3.42,0.0,0.0,49.97,1.88
UE_009,LEO,852.2,11.863,7.263,-83.368,0.00015,864.869,7.681,0.2,-1367.9,2.84,0.0,0.0,60.42,2.66
UE_010,LEO,806.8,-2.736,-9.736,-92.368,0.087,47.35,5.379,54.0,-127.6,2.69,47.0,13.31,0.92,0.15
UE_011,LEO,875.3,12.268,6.068,-84.566,0.000103,758.686,5.836,0.4,608.0,2.92,0.0,0.0,56.24,2.33
UE_012,LEO,1116.9,8.36,4.66,-86.12,0.00101,641.063,11.446,14.0,-2365.1,3.72,0.0,0.0,51.31,1.97
UE_013,LEO,1512.0,7.708,2.608,-85.646,0.00133,486.601,20.08,8.0,1735.9,5.04,0.0,0.0,44.13,1.5
UE_014,LEO,1779.2,8.028,4.628,-85.086,0.00191,638.49,13.861,10.0,-4002.0,5.93,0.0,0.0,51.2,1.96
UE_015,LEO,1758.5,-19.86,-25.26,-99.43,0.093,1.395,12.723,31.0,-4272.5,5.86,26.0,25.34,0.0,0.0
UE_016,LEO,1293.6,9.12,3.62,-86.14,0.0018,559.997,22.624,12.0,4504.4,4.31,0.0,0.0,47.67,1.72
UE_017,LEO,1007.2,9.606,3.806,-85.597,0.00163,574.088,6.715,7.0,-3930.4,3.36,0.0,0.0,48.32,1.77
UE_018,LEO,840.7,10.765,5.265,-84.118,0.00017,690.53,12.605,1.9,3504.2,2.8,0.0,0.0,53.43,2.12
UE_019,LEO,807.3,10.373,8.173,-85.513,0.000155,948.86,11.382,2.9,-2802.7,2.69,0.0,0.0,63.61,2.92
UE_000,LEO,829.7,10.364,8.264,-84.318,0.000118,957.415,5.531,1.0,1870.7,2.77,0.0,0.0,63.93,2.95
UE_001,LEO,828.0,11.08,5.48,-83.96,0.000198,708.518,11.52,2.4,3328.3,2.76,0.0,0.0,54.18,2.18
UE_002,LEO,897.8,11.486,7.586,-84.157,0.000117,894.378,14.985,1.7,-2538.0,2.99,0.0,0.0,61.55,2.75
UE_003,LEO,1146.9,8.502,3.202,-85.449,0.00103,529.035,15.646,5.0,2510.8,3.82,0.0,0.0,46.21,1.63
UE_004,LEO,1532.1,8.442,3.242,-85.179,0.00133,531.964,10.214,14.0,2179.4,5.11,0.0,0.0,46.35,1.64
UE_005,LEO,1826.1,5.409,1.609,-87.596,0.00155,419.843,23.174,11.0,-3966.4,6.09,0.0,0.0,40.63,1.29
UE_006,LEO,1656.7,7.863,4.163,-85.368,0.00146,601.636,12.045,7.0,-3482.6,5.52,0.0,0.0,49.57,1.85
UE_007,LEO,1306.8,-17.357,-22.557,-98.179,0.062,2.595,13.712,31.0,-2395.3,4.36,49.0,26.72,0.0,0.01
UE_008,LEO,998.5,11.062,4.762,-83.769,0.00114,649.264,20.657,9.0,-795.2,3.33,0.0,0.0,51.67,2.0
UE_009,LEO,847.6,11.603,6.503,-84.098,0.000126,796.786,6.651,0.6,1048.0,2.83,0.0,0.0,57.76,2.45
UE_010,LEO,808.4,-1.183,-7.483,-90.892,0.023,77.014,17.39,50.0,-255.5,2.69,47.0,13.35,8.81,0.24
UE_011,LEO,903.1,11.344,5.244,-84.528,0.000133,688.802,8.021,2.1,345.3,3.01,0.0,0.0,53.35,2.12
UE_012,LEO,1121.3,10.637,5.737,-84.082,0.000117,730.278,7.475,2.2,-3907.9,3.74,0.0,0.0,55.08,2.25
UE_013,LEO,1485.9,7.895,3.295,-86.752,0.00118,535.839,9.906,12.0,-4587.9,4.95,0.0,0.0,46.53,1.65
UE_014,LEO,1755.6,5.89,2.79,-86.555,0.00157,499.414,22.704,12.0,2212.8,5.85,0.0,0.0,44.77,1.54
UE_015,LEO,1709.7,-17.774,-21.074,-98.087,0.064,3.647,11.398,30.0,4675.9,5.7,26.0,23.69,0.0,0.01
UE_016,LEO,1309.3,8.855,2.455,-85.973,0.0013,475.98,10.729,9.0,2528.6,4.36,0.0,0.0,43.59,1.46
UE_017,LEO,997.7,11.268,4.468,-84.166,0.00135,625.633,6.651,7.0,-3144.0,3.33,0.0,0.0,50.64,1.93
UE_018,LEO,845.7,11.621,6.421,-84.19,0.000176,789.482,17.638,2.5,3726.2,2.82,0.0,0.0,57.47,2.43
UE_019,LEO,811.9,12.729,9.029,-83.535,0.000142,1030.082,9.413,0.9,3331.9,2.71,0.0,0.0,66.6,3.17
UE_000,LEO,851.8,11.668,7.868,-84.566,0.000117,920.36,7.678,1.1,2965.2,2.84,0.0,0.0,62.54,2.83
UE_001,LEO,811.2,10.936,5.736,-84.532,0.000184,730.218,14.408,2.1,-1667.8,2.7,0.0,0.0,55.08,2.25
UE_002,LEO,921.8,10.601,6.401,-85.6,0.000153,787.748,17.145,2.0,3243.0,3.07,0.0,0.0,57.4,2.42
UE_003,LEO,1145.4,9.51,3.01,-85.745,0.00144,515.114,9.636,8.0,305.2,3.82,0.0,0.0,45.54,1.58
UE_004,LEO,1551.4,6.981,3.081,-87.11,0.00168,520.191,10.343,14.0,3855.0,5.17,0.0,0.0,45.78,1.6
UE_005,LEO,1793.2,7.792,4.092,-86.704,0.00112,596.119,15.955,11.0,-82.4,5.98,0.0,0.0,49.32,1.83
UE_006,LEO,1645.5,7.095,4.495,-87.052,0.00199,627.84,15.97,9.0,2052.9,5.49,0.0,0.0,50.73,1.93
UE_007,LEO,1271.6,-16.173,-18.873,-98.686,0.064,6.039,8.477,39.0,-4469.2,4.24,49.0,25.59,0.0,0.02
UE_008,LEO,987.2,8.837,3.337,-86.481,0.00187,538.945,6.581,6.0,3032.6,3.29,0.0,0.0,46.68,1.66
UE_009,LEO,843.6,10.639,5.439,-85.681,0.000127,705.074,15.624,0.3,-3345.6,2.81,0.0,0.0,54.04,2.17
UE_010,LEO,807.8,-0.964,-6.664,-90.382,0.034,91.535,17.385,58.0,-3069.9,2.69,47.0,13.33,11.68,0.28
UE_011,LEO,906.6,9.117,2.417,-86.342,0.00161,473.38,18.044,9.0,3776.9,3.02,0.0,0.0,43.46,1.46
UE_012,LEO,1131.7,8.481,4.881,-86.059,0.00165,658.957,13.545,11.0,4146.8,3.77,0.0,0.0,52.09,2.03
UE_013,LEO,1488.7,7.486,2.286,-86.257,0.00174,464.43,9.925,12.0,-4589.2,4.96,0.0,0.0,43.0,1.43
UE_014,LEO,1864.1,7.515,3.715,-86.743,0.00131,567.179,12.427,8.0,4220.7,6.21,0.0,0.0,48.0,1.75
UE_015,LEO,1620.1,-13.249,-16.249,-96.825,0.062,10.991,13.801,51.0,-3004.8,5.4,26.0,21.02,0.0,0.03
UE_016,LEO,1281.4,7.372,1.472,-86.214,0.00175,411.151,10.543,10.0,-2645.9,4.27,0.0,0.0,40.15,1.27
UE_017,LEO,968.8,9.762,2.762,-84.319,0.00134,497.425,14.458,14.0,-994.5,3.23,0.0,0.0,44.67,1.53
UE_018,LEO,822.3,10.932,6.532,-85.134,0.000191,799.268,14.482,2.3,1331.4,2.74,0.0,0.0,57.86,2.46
UE_019,LEO,825.8,10.0,6.8,-84.1,0.000104,823.067,5.505,2.8,2243.5,2.75,0.0,0.0,58.8,2.53
UE_000,LEO,829.6,9.865,7.465,-84.268,0.000133,883.218,7.531,2.5,-3558.3,2.77,0.0,0.0,61.13,2.72
UE_001,LEO,831.2,10.15,4.75,-84.925,0.00185,648.313,5.541,13.0,-326.6,2.77,0.0,0.0,51.63,1.99
UE_002,LEO,910.4,9.787,4.887,-85.606,0.00195,659.43,9.07,12.0,1682.4,3.03,0.0,0.0,52.11,2.03
UE_003,LEO,1146.9,7.803,2.503,-85.699,0.00137,479.295,12.646,12.0,-1425.2,3.82,0.0,0.0,43.76,1.47
UE_004,LEO,1532.4,7.441,2.941,-85.679,0.00124,510.174,10.216,9.0,4523.4,5.11,0.0,0.0,45.3,1.57
UE_005,LEO,1867.4,6.007,3.207,-87.397,0.0018,529.364,19.449,12.0,-3681.8,6.22,0.0,0.0,46.22,1.63
UE_006,LEO,1592.9,8.352,4.952,-86.024,0.00119,664.704,22.619,8.0,-4665.4,5.31,0.0,0.0,52.33,2.05
UE_007,LEO,1213.1,-15.224,-18.624,-98.112,0.06,6.393,18.087,56.0,3302.8,4.04,49.0,23.8,0.0,0.02
UE_008,LEO,946.6,9.918,3.218,-85.441,0.00102,530.217,19.31,13.0,3653.4,3.16,0.0,0.0,46.26,1.63
UE_009,LEO,840.2,10.97,6.87,-85.515,0.000144,829.329,18.601,1.3,-3526.7,2.8,0.0,0.0,59.04,2.55
UE_010,LEO,818.9,-3.691,-10.291,-92.845,0.05,41.92,18.46,45.0,-1266.5,2.73,47.0,13.55,0.0,0.13
UE_011,LEO,922.0,9.099,2.899,-84.551,0.00153,507.132,6.147,5.0,3790.7,3.07,0.0,0.0,45.15,1.56
UE_012,LEO,1161.0,8.531,3.231,-86.435,0.00132,531.112,19.74,7.0,4200.9,3.87,0.0,0.0,46.31,1.63
UE_013,LEO,1552.2,7.178,2.078,-87.411,0.0019,450.468,21.348,7.0,4639.0,5.17,0.0,0.0,42.27,1.39
UE_014,LEO,1753.5,7.496,3.896,-85.452,0.00132,580.968,25.69,8.0,-2703.2,5.84,0.0,0.0,48.64,1.79
UE_015,LEO,1624.1,-14.769,-19.969,-97.985,0.055,4.699,24.827,48.0,3306.4,5.41,26.0,21.13,0.0,0.01
UE_016,LEO,1211.5,8.085,1.185,-85.158,0.00199,393.313,18.077,14.0,232.5,4.04,0.0,0.0,39.15,1.21
UE_017,LEO,962.8,9.404,3.204,-85.098,0.00116,529.131,18.419,9.0,-641.2,3.21,0.0,0.0,46.21,1.63
UE_018,LEO,825.1,10.306,6.506,-85.347,0.000116,797.018,5.501,0.1,2634.2,2.75,0.0,0.0,57.77,2.45
UE_019,LEO,836.3,12.604,8.604,-84.398,0.000138,989.491,17.575,1.7,-131.4,2.79,0.0,0.0,65.11,3.04
UE_000,LEO,829.6,11.765,9.565,-84.718,0.000187,1081.786,13.531,1.2,-2092.1,2.77,0.0,0.0,68.48,3.33
UE_001,LEO,816.7,12.484,5.584,-82.858,0.000178,717.297,5.445,0.9,-2830.2,2.72,0.0,0.0,54.54,2.21
UE_002,LEO,948.4,10.005,5.605,-85.997,0.000119,719.114,6.323,1.2,-3023.7,3.16,0.0,0.0,54.62,2.21
UE_003,LEO,1213.7,9.575,2.975,-84.913,0.00111,512.549,8.091,10.0,4420.6,4.05,0.0,0.0,45.41,1.58
UE_004,LEO,1620.7,5.868,0.968,-87.766,0.00128,380.172,22.805,14.0,3419.0,5.4,0.0,0.0,38.39,1.17
UE_005,LEO,1863.2,5.517,1.917,-87.441,0.00186,439.817,18.421,11.0,4017.1,6.21,0.0,0.0,41.71,1.35
UE_006,LEO,1573.5,7.811,3.811,-86.894,0.00183,574.512,23.49,14.0,4288.0,5.24,0.0,0.0,48.34,1.77
UE_007,LEO,1198.4,-13.624,-16.424,-97.612,0.064,10.562,11.989,47.0,-3240.3,3.99,49.0,23.37,0.0,0.03
UE_008,LEO,939.1,11.273,5.473,-84.464,0.000133,707.907,14.261,0.2,-1516.6,3.13,0.0,0.0,54.15,2.18
UE_009,LEO,835.7,12.109,6.809,-84.945,0.000104,823.926,5.572,0.9,2706.6,2.79,0.0,0.0,58.83,2.54
UE_010,LEO,825.1,-1.972,-7.972,-91.786,0.026,69.401,6.501,50.0,-3711.3,2.75,47.0,13.68,7.1,0.21
UE_011,LEO,952.8,11.674,6.474,-83.963,0.000125,794.146,17.352,0.6,3340.7,3.18,0.0,0.0,57.66,2.44
UE_012,LEO,1172.0,10.276,5.976,-84.862,0.000112,750.765,7.813,2.3,-4380.2,3.91,0.0,0.0,55.92,2.31
UE_013,LEO,1579.5,8.393,3.193,-86.004,0.00163,528.334,24.53,10.0,2188.0,5.27,0.0,0.0,46.17,1.63
UE_014,LEO,1884.9,6.465,3.465,-87.068,0.00163,548.369,12.566,13.0,3172.3,6.28,0.0,0.0,47.13,1.69
UE_015,LEO,1620.5,-13.661,-18.961,-96.531,0.073,5.918,22.803,43.0,3633.0,5.4,26.0,21.03,0.0,0.02
UE_016,LEO,1193.4,9.171,2.871,-84.615,0.00129,505.14,7.956,13.0,4209.2,3.98,0.0,0.0,45.05,1.55
UE_017,LEO,946.8,9.717,4.017,-85.642,0.00175,590.26,8.312,7.0,3795.4,3.16,0.0,0.0,49.06,1.82
UE_018,LEO,834.4,10.621,6.321,-83.989,0.000102,780.781,11.563,0.8,1346.7,2.78,0.0,0.0,57.12,2.4
UE_019,LEO,833.8,10.126,7.026,-84.237,0.000109,843.411,17.559,0.8,3572.2,2.78,0.0,0.0,59.59,2.6
UE_000,LEO,824.2,12.114,8.414,-84.143,0.00013,971.533,15.495,0.1,3539.9,2.75,0.0,0.0,64.45,2.99
UE_001,LEO,817.4,11.277,4.577,-84.961,0.00111,634.394,15.449,6.0,-3554.0,2.72,0.0,0.0,51.02,1.95
UE_002,LEO,925.2,9.675,4.875,-86.162,0.00185,658.433,6.168,9.0,3955.6,3.08,0.0,0.0,52.06,2.03
UE_003,LEO,1211.6,8.284,2.384,-86.358,0.00122,471.163,11.078,7.0,-309.9,4.04,0.0,0.0,43.35,1.45
UE_004,LEO,1631.3,8.537,3.837,-85.032,0.00104,576.438,17.876,13.0,-2683.4,5.44,0.0,0.0,48.43,1.77
UE_005,LEO,1761.6,6.674,4.574,-87.463,0.0011,634.154,11.744,6.0,3154.9,5.87,0.0,0.0,51.01,1.95
UE_006,LEO,1552.9,7.576,4.776,-86.012,0.00141,650.383,10.353,11.0,2863.2,5.18,0.0,0.0,51.72,2.0
UE_007,LEO,1174.0,-13.606,-16.506,-96.103,0.069,10.366,20.826,38.0,-840.8,3.91,49.0,22.67,0.0,0.03
UE_008,LEO,942.1,9.05,3.35,-85.375,0.00162,539.901,6.281,9.0,-1903.8,3.14,0.0,0.0,46.73,1.66
