UE_ID,sat_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz
UE_005,LEO,2108.55,8.057,2.126,-81.884,0.01006403,453.672,14.39,17.53,156.6,7.0285,0.0,0.0,42.441,1.4
UE_006,LEO,1998.32,7.168,4.495,-82.531,0.01011491,627.826,13.93,48.22,44.3,6.6611,0.0,0.0,50.733,1.93
UE_007,LEO,2071.34,7.975,4.432,-80.599,0.01016442,622.78,14.21,54.43,455.7,6.9045,0.0,0.0,50.511,1.92
UE_008,LEO,1995.74,7.456,1.828,-82.232,0.01005427,433.958,14.23,57.87,-66.3,6.6525,0.0,0.0,41.397,1.34
UE_009,LEO,1247.54,-1.432,-4.332,-86.661,0.10006433,147.208,8.85,52.48,-32.7,4.1585,42.11,13.54,19.839,0.45
UE_010,LEO,1319.25,10.243,6.548,-80.616,0.00101446,800.706,9.73,5.5,-362.0,4.3975,0.0,0.0,57.918,2.46
UE_011,LEO,1828.0,11.205,5.381,-81.322,0.00102364,700.202,12.71,6.35,245.7,6.0933,0.0,0.0,53.833,2.15
UE_012,LEO,2000.62,9.131,6.917,-79.716,0.00113156,833.597,14.1,10.71,-62.3,6.6687,0.0,0.0,59.21,2.56
UE_013,LEO,2481.49,10.308,6.061,-80.968,0.00112104,758.106,17.39,7.69,-359.6,8.2716,0.0,0.0,56.213,2.33
UE_014,LEO,1209.42,-6.118,-11.485,-87.047,0.10002985,32.181,8.55,11.51,421.9,4.0314,41.73,12.98,0.0,0.1
UE_015,LEO,1428.71,8.356,6.69,-80.977,0.0010147,813.309,9.72,18.71,432.1,4.7624,0.0,0.0,58.415,2.5
UE_016,LEO,2124.67,7.112,2.523,-83.285,0.01017419,480.716,14.18,31.79,419.2,7.0822,0.0,0.0,43.831,1.48
UE_017,LEO,1894.22,8.467,3.43,-81.215,0.01005693,545.808,13.62,23.88,-353.6,6.3141,0.0,0.0,47.005,1.68
UE_018,LEO,1516.06,4.351,0.705,-85.237,0.01004003,364.582,10.77,57.16,227.5,5.0535,0.0,0.0,37.466,1.12
UE_019,LEO,1405.26,9.263,5.279,-83.447,0.00103099,691.68,10.2,5.62,377.3,4.6842,0.0,0.0,53.475,2.13
UE_000,LEO,2036.67,4.088,2.609,-84.589,0.01001974,486.701,14.06,16.34,196.8,6.7889,6.87,2.19,44.133,1.5
UE_001,LEO,1256.44,10.696,5.908,-81.439,0.00111269,744.943,8.67,3.36,406.6,4.1881,0.0,0.0,55.679,2.29
UE_002,LEO,2594.83,8.974,3.382,-81.167,0.01000684,542.225,17.85,5.0,457.3,8.6494,0.0,0.0,46.836,1.67
UE_003,LEO,1579.31,11.487,8.361,-80.272,0.00115786,966.537,11.49,7.94,185.9,5.2644,0.0,0.0,64.264,2.97
UE_004,LEO,1782.38,7.854,3.496,-81.432,0.01001081,550.726,12.87,54.84,325.9,5.9413,0.0,0.0,47.237,1.69
UE_005,LEO,2438.8,11.136,6.149,-81.387,0.00103227,765.752,16.58,2.47,-431.1,8.1293,0.0,0.0,56.522,2.36
UE_006,LEO,2288.35,7.406,3.225,-82.514,0.01003417,530.659,15.89,57.78,-289.4,7.6278,0.0,0.0,46.286,1.63
UE_007,LEO,2163.29,9.142,2.936,-82.163,0.01007255,509.796,14.51,42.53,-365.0,7.211,0.0,0.0,45.277,1.57
UE_008,LEO,2545.42,9.374,3.26,-81.087,0.01001281,533.237,17.32,19.47,400.3,8.4847,0.0,0.0,46.409,1.64
UE_009,LEO,1736.94,10.364,7.96,-80.697,0.00105547,928.973,12.39,3.75,-79.8,5.7898,0.0,0.0,62.861,2.86
UE_010,LEO,1981.68,-0.921,-5.814,-84.778,0.10006522,109.169,13.95,44.36,361.4,6.6056,18.85,7.72,14.65,0.34
UE_011,LEO,2330.86,7.935,2.457,-82.264,0.01002125,476.148,15.8,43.79,415.4,7.7695,0.0,0.0,43.6,1.47
UE_012,LEO,2066.82,5.951,3.924,-85.035,0.01008491,583.13,14.45,54.78,-398.9,6.8894,0.0,0.0,48.734,1.79
UE_013,LEO,1265.65,9.567,7.711,-81.317,0.00103165,905.831,8.49,6.74,21.7,4.2188,0.0,0.0,61.987,2.79
UE_014,LEO,1215.83,-2.527,-9.225,-89.202,0.10005963,52.939,8.12,21.82,422.4,4.0528,41.73,13.05,2.711,0.16
UE_015,LEO,2449.9,5.016,1.788,-82.48,0.01007467,431.398,16.35,46.1,310.2,8.1663,0.0,0.0,41.259,1.33
UE_016,LEO,2045.89,7.229,1.641,-81.876,0.01013423,421.876,13.82,48.43,-443.1,6.8196,0.0,0.0,40.742,1.3
UE_017,LEO,1233.79,9.356,3.553,-81.847,0.01005716,554.954,8.99,46.43,410.1,4.1126,0.0,0.0,47.434,1.71
UE_018,LEO,2233.78,9.797,5.558,-82.6,0.001234,715.09,15.81,11.5,113.9,7.4459,0.0,0.0,54.452,2.2
UE_019,LEO,1961.58,9.439,4.608,-80.912,0.01010853,636.807,13.71,42.44,268.8,6.5386,0.0,0.0,51.126,1.96
UE_000,LEO,1229.46,8.865,6.94,-80.756,0.00105685,835.672,8.35,0.73,144.0,4.0982,6.87,1.32,59.291,2.57
UE_001,LEO,1650.37,9.697,5.924,-82.436,0.00103125,746.343,11.97,0.68,-280.6,5.5012,0.0,0.0,55.736,2.3
UE_002,LEO,1734.99,8.099,2.814,-82.724,0.01000241,501.075,11.77,16.0,-419.9,5.7833,0.0,0.0,44.848,1.54
UE_003,LEO,1531.42,8.829,4.355,-78.984,0.01010374,616.713,10.26,15.25,-434.8,5.1047,0.0,0.0,50.243,1.9
UE_004,LEO,2579.64,7.356,3.418,-82.857,0.01000897,544.884,17.7,32.39,440.3,8.5988,0.0,0.0,46.962,1.68
UE_005,LEO,1274.79,8.95,4.677,-81.547,0.01007184,642.367,8.54,43.87,-424.5,4.2493,0.0,0.0,51.368,1.98
UE_006,LEO,2047.17,10.429,7.148,-80.012,0.00115363,854.36,14.24,13.68,48.7,6.8239,0.0,0.0,60.017,2.63
UE_007,LEO,1257.44,12.205,7.876,-78.813,0.00103846,921.152,9.08,1.5,-384.9,4.1915,0.0,0.0,62.566,2.83
UE_008,LEO,1329.72,11.456,5.277,-80.939,0.00107072,691.552,9.49,1.82,-365.5,4.4324,0.0,0.0,53.47,2.13
UE_009,LEO,2570.71,8.638,5.966,-80.718,0.00105126,749.913,17.34,3.92,-345.9,8.569,0.0,0.0,55.881,2.31
UE_010,LEO,2398.62,-4.474,-7.866,-88.419,0.10015051,70.99,16.09,23.11,364.9,7.9954,18.85,9.34,7.47,0.22
UE_011,LEO,1585.95,7.54,4.105,-81.598,0.01008019,597.116,10.74,26.56,377.4,5.2865,0.0,0.0,49.368,1.84
UE_012,LEO,1461.06,10.956,6.599,-80.276,0.00110984,805.221,10.14,7.79,299.1,4.8702,0.0,0.0,58.096,2.48
UE_013,LEO,1613.38,11.661,6.041,-79.821,0.00102833,756.405,11.74,5.93,124.7,5.3779,0.0,0.0,56.144,2.33
UE_014,LEO,1405.44,-5.817,-9.805,-88.481,0.10016388,46.639,9.84,5.38,401.7,4.6848,41.73,15.08,0.682,0.14
UE_015,LEO,1868.37,11.287,7.329,-78.437,0.00101577,870.879,12.75,9.6,448.2,6.2279,0.0,0.0,60.653,2.68
UE_016,LEO,2216.97,7.098,2.051,-81.928,0.01000715,448.69,15.31,53.15,-118.1,7.3899,0.0,0.0,42.18,1.38
UE_017,LEO,2281.61,5.884,-0.633,-84.017,0.1001821,292.071,15.29,45.54,-225.2,7.6054,0.0,0.0,32.784,0.9
UE_018,LEO,1604.99,12.432,9.637,-79.635,0.00103363,1088.835,11.27,6.14,-445.0,5.35,0.0,0.0,68.73,3.35
UE_019,LEO,2220.87,6.141,1.528,-83.073,0.01008139,414.729,15.6,48.41,-212.4,7.4029,0.0,0.0,40.35,1.28
UE_000,LEO,2596.92,4.376,1.459,-82.562,0.01003387,410.312,17.56,42.97,342.0,8.6564,6.87,2.79,40.105,1.26
UE_001,LEO,2006.71,10.499,4.893,-81.143,0.01013651,659.918,14.35,12.44,-212.3,6.689,0.0,0.0,52.126,2.03
UE_002,LEO,1738.11,8.972,4.723,-81.675,0.01004744,646.122,11.72,31.25,-448.5,5.7937,0.0,0.0,51.531,1.99
UE_003,LEO,1977.73,6.298,4.979,-82.874,0.01004521,666.93,13.57,26.67,144.9,6.5924,0.0,0.0,52.427,2.05
UE_004,LEO,1662.9,11.313,6.961,-81.254,0.00107103,837.507,11.13,1.48,-413.0,5.543,0.0,0.0,59.363,2.58
UE_005,LEO,1754.13,9.989,3.371,-83.077,0.01003616,541.42,11.74,44.47,181.3,5.8471,0.0,0.0,46.798,1.67
UE_006,LEO,2441.94,5.531,1.122,-82.661,0.0100876,389.44,16.55,5.43,241.8,8.1398,0.0,0.0,38.925,1.2
UE_007,LEO,1963.03,9.545,6.654,-79.986,0.00121286,810.128,13.67,1.46,312.8,6.5434,0.0,0.0,58.29,2.49
UE_008,LEO,2029.31,9.288,5.109,-81.659,0.00112482,677.654,14.27,2.75,-33.1,6.7644,0.0,0.0,52.883,2.09
UE_009,LEO,2094.73,9.101,6.589,-81.313,0.00108799,804.337,14.57,7.17,358.0,6.9824,0.0,0.0,58.061,2.47
UE_010,LEO,1674.55,1.696,-1.91,-84.001,0.10000821,233.124,11.62,25.04,-414.6,5.5818,18.85,6.52,28.314,0.72
UE_011,LEO,1854.49,7.453,0.665,-82.698,0.01008076,362.271,12.48,40.06,-260.1,6.1816,0.0,0.0,37.328,1.11
UE_012,LEO,1461.34,8.001,5.682,-81.971,0.00107455,725.618,10.46,3.08,274.6,4.8711,0.0,0.0,54.887,2.23
UE_013,LEO,1802.54,11.354,6.741,-81.39,0.00101371,817.858,12.37,10.61,334.8,6.0085,0.0,0.0,58.594,2.52
UE_014,LEO,2340.62,-18.429,-23.556,-93.064,0.10004286,2.063,15.93,48.81,20.3,7.8021,41.73,25.12,0.0,0.01
UE_015,LEO,2574.08,8.853,5.211,-80.394,0.00113314,686.066,17.48,2.73,-249.3,8.5803,0.0,0.0,53.239,2.11
UE_016,LEO,2246.03,5.323,2.033,-85.248,0.01007903,447.443,15.26,22.79,-106.8,7.4868,0.0,0.0,42.114,1.38
UE_017,LEO,1919.31,10.78,6.612,-81.156,0.00105188,806.35,13.36,15.87,319.7,6.3977,0.0,0.0,58.141,2.48
UE_018,LEO,2205.71,5.383,3.802,-83.191,0.01014129,573.826,15.06,16.41,-258.5,7.3524,0.0,0.0,48.309,1.77
UE_019,LEO,2440.84,6.587,1.93,-81.673,0.01002964,440.697,16.67,26.93,-381.4,8.1361,0.0,0.0,41.757,1.36
UE_000,LEO,2413.74,3.281,0.842,-85.952,0.01014421,372.668,16.24,31.64,-264.4,8.0458,6.87,2.59,37.948,1.15
UE_001,LEO,1893.06,8.763,3.873,-80.473,0.01011628,579.22,12.63,57.35,416.2,6.3102,0.0,0.0,48.556,1.78
UE_002,LEO,1771.74,8.731,6.006,-79.382,0.00103233,753.379,12.12,5.86,-417.9,5.9058,0.0,0.0,56.022,2.32
UE_003,LEO,1792.28,10.177,8.951,-81.331,0.00104987,1022.542,12.81,1.51,145.7,5.9743,0.0,0.0,66.328,3.15
UE_004,LEO,1415.97,9.844,6.04,-82.69,0.00103437,756.326,9.46,0.59,206.5,4.7199,0.0,0.0,56.141,2.33
UE_005,LEO,1475.44,9.735,4.506,-83.047,0.01005801,628.723,10.34,6.47,-418.3,4.9181,0.0,0.0,50.772,1.93
UE_006,LEO,1724.24,1.376,-0.187,-86.467,0.10011593,315.019,12.17,39.28,426.2,5.7475,22.65,8.48,34.346,0.97
UE_007,LEO,1326.23,10.022,3.946,-81.434,0.0101736,584.837,9.26,23.73,8.0,4.4208,0.0,0.0,48.812,1.8
UE_008,LEO,1816.05,10.688,4.919,-79.003,0.01011135,661.978,12.36,9.05,171.1,6.0535,0.0,0.0,52.215,2.04
UE_009,LEO,1543.41,8.307,4.235,-82.04,0.01001046,607.25,10.55,43.32,392.7,5.1447,0.0,0.0,49.822,1.87
UE_010,LEO,2556.08,-1.85,-6.627,-86.179,0.10002653,92.253,17.14,48.83,-459.7,8.5203,18.85,9.95,11.807,0.28
UE_011,LEO,2172.16,7.528,1.816,-82.421,0.01008169,433.193,14.54,44.02,-35.9,7.2405,0.0,0.0,41.355,1.33
UE_012,LEO,1372.35,9.897,6.982,-80.79,0.00117662,839.453,9.79,10.75,-176.0,4.5745,0.0,0.0,59.438,2.58
UE_013,LEO,1934.6,6.666,2.498,-83.174,0.01007771,479.004,13.86,55.58,-207.7,6.4487,0.0,0.0,43.744,1.47
UE_014,LEO,2386.66,-15.558,-19.004,-92.893,0.10009348,5.86,16.24,52.8,260.1,7.9555,41.73,25.61,0.0,0.02
UE_015,LEO,1975.22,10.446,7.873,-81.602,0.00108619,920.837,13.78,1.86,428.0,6.5841,0.0,0.0,62.554,2.83
UE_016,LEO,1569.38,8.623,4.605,-81.931,0.01018767,636.626,11.01,5.37,-389.6,5.2313,0.0,0.0,51.118,1.96
UE_017,LEO,2161.33,10.636,5.362,-80.509,0.00112445,698.646,14.65,3.22,139.3,7.2044,0.0,0.0,53.768,2.15
UE_018,LEO,2244.53,6.119,2.661,-82.565,0.01004546,490.302,15.69,34.27,62.5,7.4818,0.0,0.0,44.313,1.51
UE_019,LEO,1542.1,11.461,7.286,-81.191,0.00106145,866.919,10.84,3.57,16.6,5.1403,0.0,0.0,60.501,2.67
UE_000,LEO,1429.52,4.962,0.433,-83.159,0.01000318,348.945,9.77,15.24,-264.7,4.7651,6.87,1.54,36.515,1.07
UE_001,LEO,2344.33,7.5,3.131,-80.238,0.01008229,523.875,16.11,47.45,-428.4,7.8144,0.0,0.0,45.96,1.61
UE_002,LEO,1386.57,11.152,6.154,-80.485,0.00111766,766.149,9.53,3.02,-174.0,4.6219,0.0,0.0,56.538,2.36
UE_003,LEO,1255.89,10.056,7.149,-80.629,0.00107681,854.478,8.69,10.41,-313.1,4.1863,0.0,0.0,60.021,2.63
UE_004,LEO,2268.32,7.921,4.125,-82.728,0.01003061,598.676,16.02,29.85,-421.3,7.5611,0.0,0.0,49.438,1.84
UE_005,LEO,2064.24,7.326,3.228,-82.432,0.01012977,530.892,13.93,30.56,-253.7,6.8808,0.0,0.0,46.297,1.63
UE_006,LEO,1531.46,0.69,-5.51,-86.15,0.10000376,116.192,10.93,51.84,-180.6,5.1049,22.65,7.53,15.716,0.36
UE_007,LEO,2112.39,7.92,5.9,-81.465,0.00105305,744.272,14.26,1.31,132.4,7.0413,0.0,0.0,55.651,2.29
UE_008,LEO,2005.32,8.412,3.233,-81.838,0.0100394,531.282,13.43,38.31,455.6,6.6844,0.0,0.0,46.316,1.63
UE_009,LEO,1519.13,8.312,4.83,-82.821,0.01012075,654.801,10.42,16.47,-421.4,5.0638,0.0,0.0,51.906,2.01
UE_010,LEO,1615.69,5.57,0.664,-82.216,0.01003558,362.191,11.3,53.03,-375.9,5.3856,18.85,6.29,37.323,1.11
UE_011,LEO,1212.73,11.253,6.251,-82.165,0.00100289,774.636,8.41,1.07,-373.4,4.0424,0.0,0.0,56.879,2.38
UE_012,LEO,1317.75,10.54,9.432,-79.3,0.00105828,1068.928,8.91,6.47,-359.5,4.3925,0.0,0.0,68.013,3.29
UE_013,LEO,1744.61,5.282,1.987,-81.083,0.01007594,444.417,12.07,42.25,-229.3,5.8154,0.0,0.0,41.954,1.37
UE_014,LEO,2071.27,-14.435,-20.55,-94.429,0.10013319,4.113,13.93,5.2,436.0,6.9042,41.73,22.23,0.0,0.01
UE_015,LEO,2365.27,7.19,3.122,-82.557,0.01002039,523.157,15.98,13.36,-447.3,7.8842,0.0,0.0,45.926,1.61
UE_016,LEO,2282.84,5.311,0.546,-83.923,0.01006073,355.416,16.0,54.33,189.2,7.6095,0.0,0.0,36.912,1.09
UE_017,LEO,1889.87,8.519,3.644,-82.165,0.01006725,561.811,13.54,27.37,92.1,6.2996,0.0,0.0,47.754,1.73
UE_018,LEO,2216.37,7.947,6.389,-83.482,0.00111317,786.73,15.17,4.03,-436.4,7.3879,0.0,0.0,57.362,2.42
UE_019,LEO,2500.01,6.349,1.262,-83.78,0.01004155,398.062,17.47,5.19,-458.6,8.3334,0.0,0.0,39.417,1.22
UE_000,LEO,1981.92,7.755,5.1,-82.349,0.00106309,676.844,13.25,4.71,147.1,6.6064,6.87,2.13,52.849,2.08
UE_001,LEO,2060.11,6.865,2.996,-81.856,0.01000927,514.112,14.04,39.03,399.4,6.867,0.0,0.0,45.487,1.58
UE_002,LEO,1318.74,10.747,5.198,-81.717,0.00114646,684.998,9.58,1.06,-384.8,4.3958,0.0,0.0,53.194,2.11
UE_003,LEO,1616.52,9.676,7.889,-81.98,0.00120333,922.313,11.05,8.76,147.3,5.3884,0.0,0.0,62.61,2.84
UE_004,LEO,2145.56,7.085,2.826,-82.668,0.01007695,501.936,15.06,32.34,-336.7,7.1519,0.0,0.0,44.891,1.54
UE_005,LEO,1799.24,6.961,1.378,-82.703,0.01002584,405.251,12.92,50.46,216.7,5.9975,0.0,0.0,39.822,1.25
UE_006,LEO,1801.58,1.099,-1.59,-83.698,0.10009915,246.992,12.26,26.86,380.8,6.0053,22.65,8.86,29.436,0.76
UE_007,LEO,2326.79,10.029,5.075,-81.381,0.00103872,674.819,16.36,2.49,-392.3,7.756,0.0,0.0,52.763,2.08
UE_008,LEO,2333.4,7.083,2.628,-82.465,0.01011185,488.009,15.82,27.23,262.3,7.778,0.0,0.0,44.198,1.5
UE_009,LEO,1299.36,12.233,8.05,-81.14,0.00113048,937.343,9.26,6.61,-191.7,4.3312,0.0,0.0,63.175,2.88
UE_010,LEO,2103.96,-1.539,-6.168,-86.237,0.10005364,101.493,14.24,36.7,442.1,7.0132,18.85,8.19,13.413,0.31
UE_011,LEO,2278.1,13.009,7.701,-79.404,0.00119317,904.907,16.03,2.7,-415.3,7.5937,0.0,0.0,61.952,2.78
UE_012,LEO,2191.29,9.414,6.639,-80.566,0.00103571,808.748,14.69,2.05,-383.9,7.3043,0.0,0.0,58.235,2.49
UE_013,LEO,2038.24,9.298,4.839,-79.8,0.01007836,655.506,14.18,38.49,-439.0,6.7941,0.0,0.0,51.937,2.02
UE_014,LEO,1640.99,-7.932,-13.534,-91.659,0.10003584,20.334,11.54,48.22,411.2,5.47,41.73,17.61,0.0,0.06
UE_015,LEO,1490.55,12.322,9.268,-81.332,0.00102221,1053.051,10.37,6.99,-394.2,4.9685,0.0,0.0,67.438,3.24
UE_016,LEO,1503.07,7.768,2.815,-80.113,0.01003273,501.171,10.61,53.23,324.8,5.0102,0.0,0.0,44.853,1.54
UE_017,LEO,1342.0,8.924,3.766,-81.855,0.01015677,571.022,9.53,55.47,255.9,4.4733,0.0,0.0,48.18,1.76
UE_018,LEO,1947.13,6.868,5.049,-82.444,0.0011207,672.632,13.89,14.38,-369.2,6.4904,0.0,0.0,52.67,2.07
UE_019,LEO,1661.36,9.015,4.188,-80.965,0.01014051,603.601,11.3,5.88,434.2,5.5379,0.0,0.0,49.659,1.86
UE_000,LEO,2179.72,4.135,0.303,-80.988,0.01010016,341.653,15.27,58.34,417.8,7.2657,6.87,2.34,36.061,1.05
UE_001,LEO,2425.95,6.889,4.272,-81.142,0.01024281,610.203,16.76,33.68,350.8,8.0865,0.0,0.0,49.953,1.88
UE_002,LEO,2481.59,8.808,3.613,-81.745,0.01011651,559.459,17.37,55.17,-172.6,8.272,0.0,0.0,47.645,1.72
UE_003,LEO,1426.26,9.105,5.593,-81.769,0.00103491,718.088,10.01,8.12,262.1,4.7542,0.0,0.0,54.576,2.21
UE_004,LEO,1888.37,9.315,5.41,-81.427,0.00115728,702.662,13.12,18.96,-371.3,6.2946,0.0,0.0,53.935,2.16
UE_005,LEO,2472.59,8.489,4.269,-81.178,0.01006673,609.937,17.13,40.04,334.3,8.242,0.0,0.0,49.942,1.88
UE_006,LEO,1280.93,4.487,-0.632,-82.222,0.10015311,292.107,8.83,25.95,-357.3,4.2698,22.65,6.3,32.787,0.9
UE_007,LEO,1269.27,11.534,8.78,-80.307,0.00107505,1006.216,8.66,5.45,-404.0,4.2309,0.0,0.0,65.73,3.1
UE_008,LEO,2212.67,6.424,0.29,-83.006,0.01010035,340.895,15.06,45.37,-209.7,7.3756,0.0,0.0,36.014,1.05
UE_009,LEO,2004.94,10.803,8.019,-79.627,0.00102987,934.476,13.64,0.2,-103.5,6.6831,0.0,0.0,63.067,2.88
UE_010,LEO,1234.3,4.894,0.032,-82.598,0.01004243,326.725,8.92,38.67,-383.2,4.1143,18.85,4.81,35.112,1.01
UE_011,LEO,1994.32,8.586,3.376,-81.707,0.01015296,541.777,13.97,18.04,-435.9,6.6477,0.0,0.0,46.815,1.67
UE_012,LEO,1205.19,11.334,7.112,-80.705,0.00104126,851.181,8.19,4.93,-290.3,4.0173,0.0,0.0,59.894,2.62
UE_013,LEO,1752.96,10.217,8.556,-80.057,0.00101628,984.929,11.75,1.33,306.6,5.8432,0.0,0.0,64.946,3.03
UE_014,LEO,2432.08,-18.001,-23.77,-95.244,0.10007771,1.964,16.35,10.34,229.5,8.1069,41.73,26.1,0.0,0.01
UE_015,LEO,1651.71,11.071,5.847,-81.418,0.00103221,739.693,11.7,4.68,-260.6,5.5057,0.0,0.0,55.464,2.28
UE_016,LEO,1768.89,8.523,6.288,-81.087,0.00113691,777.836,12.72,3.87,443.5,5.8963,0.0,0.0,57.007,2.39
UE_017,LEO,2525.83,7.103,0.919,-82.126,0.01000433,377.225,17.2,31.65,415.3,8.4194,0.0,0.0,38.216,1.16
UE_018,LEO,1339.83,10.621,8.311,-80.37,0.00105282,961.845,9.36,11.69,-91.4,4.4661,0.0,0.0,64.09,2.96
UE_019,LEO,1208.01,10.366,5.703,-80.301,0.00115299,727.431,8.39,0.96,136.1,4.0267,0.0,0.0,54.962,2.24
UE_000,LEO,2301.66,3.474,-0.648,-85.085,0.10012507,291.329,15.48,41.9,234.4,7.6722,6.87,2.47,32.732,0.9
UE_001,LEO,1700.38,10.634,6.683,-79.976,0.00105103,812.706,11.66,10.75,228.9,5.6679,0.0,0.0,58.391,2.5
UE_002,LEO,1415.47,6.966,0.986,-82.437,0.01001435,381.268,9.7,46.57,-274.5,4.7182,0.0,0.0,38.453,1.17
UE_003,LEO,2024.22,9.04,5.899,-80.215,0.00103212,744.139,13.64,1.66,78.9,6.7474,0.0,0.0,55.646,2.29
UE_004,LEO,2387.24,8.924,3.298,-81.534,0.01001169,536.078,16.83,58.9,440.0,7.9575,0.0,0.0,46.544,1.65
UE_005,LEO,1223.78,9.944,6.328,-82.245,0.00104483,781.383,8.98,16.61,-417.8,4.0793,0.0,0.0,57.149,2.4
UE_006,LEO,2414.17,-5.675,-9.491,-89.258,0.10009991,49.961,17.05,27.04,-457.8,8.0472,22.65,11.88,1.782,0.15
UE_007,LEO,1263.81,12.02,7.727,-80.241,0.00107054,907.361,8.69,15.19,-296.3,4.2127,0.0,0.0,62.045,2.79
UE_008,LEO,2482.83,9.219,5.031,-81.433,0.00114432,671.201,16.73,2.3,-36.8,8.2761,0.0,0.0,52.609,2.07
UE_009,LEO,2316.24,9.926,6.487,-79.898,0.00103065,795.375,16.05,0.78,399.4,7.7208,0.0,0.0,57.706,2.45
UE_010,LEO,1948.54,3.649,0.229,-84.104,0.01015648,337.549,13.86,45.32,86.3,6.4951,18.85,7.59,35.803,1.04
UE_011,LEO,1497.63,9.446,5.328,-80.886,0.00110479,695.802,10.75,4.48,-383.4,4.9921,0.0,0.0,53.648,2.14
UE_012,LEO,2093.16,7.678,3.018,-81.321,0.0100276,515.682,14.44,50.61,-409.0,6.9772,0.0,0.0,45.564,1.59
UE_013,LEO,2349.78,9.223,5.504,-82.272,0.00100582,710.586,16.51,3.11,-211.3,7.8326,0.0,0.0,54.265,2.19
UE_014,LEO,1671.29,-9.697,-14.198,-91.116,0.10006425,17.505,11.35,26.02,366.6,5.571,41.73,17.93,0.0,0.05
UE_015,LEO,1578.42,6.845,2.952,-82.975,0.01005813,510.919,10.57,16.05,36.7,5.2614,0.0,0.0,45.332,1.57
UE_016,LEO,2254.92,6.465,4.022,-82.167,0.01021921,590.712,15.33,32.51,319.5,7.5164,0.0,0.0,49.078,1.82
UE_017,LEO,2577.14,5.153,0.466,-83.858,0.01000197,350.848,17.82,17.03,-205.0,8.5905,0.0,0.0,36.632,1.08
UE_018,LEO,1551.7,12.03,7.29,-80.558,0.00107481,867.29,11.17,1.24,52.3,5.1723,0.0,0.0,60.515,2.67
UE_019,LEO,2265.78,7.607,3.032,-80.118,0.01005357,516.711,15.54,14.1,128.7,7.5526,0.0,0.0,45.614,1.59
UE_000,LEO,2063.79,6.643,3.789,-82.326,0.01004291,572.762,14.57,7.39,453.0,6.8793,6.87,2.22,48.26,1.76
UE_001,LEO,1526.58,10.645,6.912,-80.452,0.00100585,833.123,10.78,0.53,236.9,5.0886,0.0,0.0,59.192,2.56
UE_002,LEO,2267.79,8.493,3.444,-80.343,0.01007091,546.808,15.96,5.95,399.8,7.5593,0.0,0.0,47.052,1.68
UE_003,LEO,1467.69,9.244,6.869,-81.06,0.001056,829.297,9.88,0.56,406.2,4.8923,0.0,0.0,59.042,2.55
UE_004,LEO,2241.74,7.612,3.793,-81.193,0.01007094,573.105,15.48,29.85,-395.3,7.4725,0.0,0.0,48.276,1.76
UE_005,LEO,2053.53,9.109,4.142,-79.424,0.01002163,600.014,14.0,32.73,-125.5,6.8451,0.0,0.0,49.498,1.85
UE_006,LEO,1795.51,0.885,-2.1,-86.946,0.10005207,225.214,12.49,13.58,448.4,5.985,22.65,8.83,27.65,0.69
UE_007,LEO,1205.17,11.797,7.364,-82.322,0.00100314,874.063,8.87,3.93,-58.0,4.0172,0.0,0.0,60.775,2.69
UE_008,LEO,1648.0,10.104,3.573,-80.108,0.01005444,556.459,11.68,48.52,-346.6,5.4933,0.0,0.0,47.505,1.71
UE_009,LEO,1587.04,8.934,6.661,-81.797,0.00101494,810.751,11.23,0.3,-190.6,5.2901,0.0,0.0,58.314,2.49
UE_010,LEO,1507.7,3.293,-1.751,-85.038,0.10009269,239.926,10.79,24.47,-79.7,5.0257,18.85,5.87,28.87,0.74
UE_011,LEO,1968.09,6.393,2.759,-84.895,0.01013701,497.221,13.29,27.68,-444.8,6.5603,0.0,0.0,44.657,1.53
UE_012,LEO,1872.79,10.393,7.893,-81.918,0.00115822,922.729,13.33,8.47,-197.7,6.2426,0.0,0.0,62.626,2.84
UE_013,LEO,1820.83,8.034,3.746,-79.765,0.0100017,569.568,12.32,36.88,-429.4,6.0694,0.0,0.0,48.113,1.75
UE_014,LEO,2120.08,-12.281,-16.549,-92.245,0.10006474,10.266,14.51,58.01,-356.6,7.0669,41.73,22.75,0.0,0.03
UE_015,LEO,1941.48,9.568,5.782,-81.602,0.00106588,734.143,13.41,0.5,-281.8,6.4716,0.0,0.0,55.237,2.26
UE_016,LEO,1900.91,7.801,3.523,-81.676,0.01019675,552.711,13.05,24.54,435.6,6.3364,0.0,0.0,47.33,1.7
UE_017,LEO,1675.84,8.827,4.177,-82.157,0.01004793,602.709,11.77,6.26,413.6,5.5861,0.0,0.0,49.619,1.85
UE_018,LEO,1788.57,8.015,4.535,-81.987,0.0100129,631.041,12.65,16.88,369.3,5.9619,0.0,0.0,50.874,1.94
UE_019,LEO,1863.26,5.391,2.044,-83.594,0.0101933,448.221,13.0,57.96,139.0,6.2109,0.0,0.0,42.155,1.38
UE_000,LEO,2437.46,3.303,-0.565,-84.552,0.10004132,295.507,16.82,6.94,457.2,8.1249,6.87,2.62,33.024,0.91
