UE_ID,network_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UE_019,LEO,1022.6,10.408,3.708,-83.996,0.00104,566.64,13.818,5.0,-2167.7,3.41,0.0,0.0,47.98,1.74,6.341487414966337,2.982966660283629,1.791759469228055
UE_000,LEO,873.7,9.681,7.081,-84.959,0.000145,848.36,6.825,1.4,-3327.6,2.91,0.0,0.0,59.78,2.61,6.744483124705318,3.838631994769891,0.8754687373538999
UE_001,LEO,1053.9,8.117,2.717,-86.841,0.00178,494.244,7.026,12.0,-4205.3,3.51,0.0,0.0,44.51,1.52,6.205050570411885,2.7495799974471202,2.5649493574615367
UE_002,LEO,1358.1,9.459,5.359,-86.271,0.000113,698.361,9.054,2.6,1255.3,4.53,0.0,0.0,53.76,2.15,6.550167060992728,3.9469215526732664,1.2809338454620645
UE_003,LEO,1764.2,7.767,5.567,-86.616,0.000137,715.909,11.762,1.0,737.7,5.88,0.0,0.0,54.49,2.2,6.574948914832194,3.8632794296735606,0.6931471805599453
UE_004,LEO,1725.5,6.271,1.671,-86.365,0.00171,423.825,17.503,8.0,-2423.7,5.75,0.0,0.0,40.85,1.3,6.051677319420169,2.7670038893538726,2.1972245773362196
UE_005,LEO,1455.1,9.101,5.101,-84.65,0.000157,676.943,9.701,2.0,-4551.1,4.85,0.0,0.0,52.85,2.08,6.519063213609788,3.8041003448245596,1.0986122886681096
UE_006,LEO,1050.0,9.24,3.84,-86.38,0.00102,576.721,20.0,12.0,4159.0,3.5,0.0,0.0,48.44,1.77,6.359091053173793,2.9913998278123035,2.5649493574615367
UE_007,LEO,861.2,12.387,5.787,-83.007,0.000111,734.521,5.741,1.7,2857.3,2.87,0.0,0.0,55.25,2.26,6.60057909163933,3.9546770173007797,0.9932517730102834
UE_008,LEO,803.8,11.007,4.107,-84.996,0.00113,597.297,17.358,8.0,-2832.4,2.68,0.0,0.0,49.38,1.84,6.394087286176496,2.946921556132249,2.1972245773362196
UE_009,LEO,850.0,10.283,3.983,-84.658,0.0018,587.67,14.666,6.0,-3726.5,2.83,0.0,0.0,48.94,1.81,6.37786575499392,2.7447274946554194,1.9459101490553132
UE_010,LEO,1039.7,10.102,5.802,-84.049,0.000181,735.875,6.931,0.3,3954.8,3.47,0.0,0.0,55.31,2.26,6.6024182712916355,3.7423214227313983,0.26236426446749106
UE_011,LEO,1425.6,6.806,2.906,-87.197,0.00167,507.618,9.504,9.0,-4342.7,4.75,0.0,0.0,45.17,1.56,6.231697243631916,2.7772835285923603,2.302585092994046
UE_012,LEO,1712.6,6.906,2.506,-87.147,0.00152,479.525,17.418,12.0,-3602.3,5.71,0.0,0.0,43.77,1.48,6.174879256193195,2.8181564117695075,2.5649493574615367
UE_013,LEO,1752.2,7.699,2.599,-85.75,0.00127,486.006,12.681,11.0,-246.6,5.84,0.0,0.0,44.1,1.5,6.188276443335237,2.896196278702079,2.4849066497880004
UE_014,LEO,1372.3,9.504,5.604,-85.848,0.000169,718.972,9.149,0.4,4545.6,4.57,0.0,0.0,54.61,2.21,6.57921232236502,3.772113292816537,0.33647223662121295
UE_015,LEO,1069.7,-0.522,-5.922,-90.861,0.026,106.769,17.132,30.0,4134.9,3.57,26.0,10.55,14.27,0.33,4.679990047545554,1.5850266520124785,3.4339872044851463
UE_016,LEO,852.0,11.765,6.365,-84.217,0.000134,784.623,13.68,2.9,2965.8,2.84,0.0,0.0,57.28,2.41,6.666477033597437,3.872895198394189,1.3609765531356006
UE_017,LEO,801.0,11.734,6.334,-84.633,0.000149,781.905,18.34,1.4,-3081.5,2.67,0.0,0.0,57.17,2.41,6.663011360405162,3.826813728672998,0.8754687373538999
UE_018,LEO,870.6,9.507,4.107,-86.246,0.00119,597.272,13.804,11.0,2923.0,2.9,0.0,0.0,49.37,1.84,6.394045500036284,2.924453038242516,2.4849066497880004
UE_019,LEO,1056.4,8.402,2.202,-84.899,0.00149,458.794,18.042,5.0,-886.0,3.52,0.0,0.0,42.71,1.41,6.130778563092135,2.8268137312962534,1.791759469228055
UE_000,LEO,853.5,12.353,8.453,-84.724,0.000186,975.155,16.69,0.2,-3654.0,2.84,0.0,0.0,64.58,3.0,6.883621385279295,3.7304870534471672,0.18232155679395462
UE_001,LEO,1047.1,8.858,2.658,-85.971,0.00185,490.076,18.981,7.0,-3347.1,3.49,0.0,0.0,44.3,1.51,6.196598901967093,2.7328282713622323,2.0794415416798357
UE_002,LEO,1427.0,8.501,4.201,-86.25,0.001,604.575,9.513,8.0,-4093.0,4.76,0.0,0.0,49.7,1.86,6.406178419897295,2.9999999995657056,2.1972245773362196
UE_003,LEO,1748.7,7.709,4.109,-85.646,0.00122,597.401,14.658,8.0,4505.9,5.83,0.0,0.0,49.38,1.84,6.3942610977818655,2.913640168969273,2.1972245773362196
UE_004,LEO,1741.1,5.629,1.529,-87.386,0.00157,414.762,15.607,10.0,574.0,5.8,0.0,0.0,40.35,1.28,6.0301129811561935,2.8041003473141455,2.3978952727983707
UE_005,LEO,1349.6,7.192,3.192,-85.904,0.00167,528.28,8.997,9.0,3535.2,4.5,0.0,0.0,46.17,1.63,6.271517592395272,2.7772835285923603,2.302585092994046
UE_006,LEO,1059.4,8.584,3.184,-85.208,0.00101,527.728,7.063,11.0,3267.9,3.53,0.0,0.0,46.15,1.62,6.270474121929857,2.995678625787363,2.4849066497880004
UE_007,LEO,858.2,10.212,4.012,-85.094,0.00111,589.887,5.721,14.0,3833.4,2.86,0.0,0.0,49.04,1.82,6.381624797771151,2.954677020822086,2.70805020110221
UE_008,LEO,825.1,11.806,6.406,-84.397,0.00013,788.192,7.501,0.6,-3193.3,2.75,0.0,0.0,57.42,2.43,6.671009637249641,3.8860566443524363,0.4700036292457356
UE_009,LEO,888.3,10.762,4.262,-84.219,0.0016,609.355,11.922,11.0,1469.7,2.96,0.0,0.0,49.92,1.87,6.414040755103226,2.795880017072641,2.4849066497880004
UE_010,LEO,1080.2,9.764,5.464,-84.418,0.000145,707.149,7.201,0.4,-671.9,3.6,0.0,0.0,54.12,2.18,6.5626545235292095,3.838631994769891,0.33647223662121295
UE_011,LEO,1465.7,9.064,6.264,-85.468,0.000177,775.785,23.771,0.5,-959.1,4.89,0.0,0.0,56.92,2.39,6.655163606800974,3.7520267311845523,0.4054651081081644
UE_012,LEO,1820.3,7.323,1.823,-87.238,0.00182,433.686,25.135,14.0,-3224.6,6.07,0.0,0.0,41.38,1.33,6.074623931356956,2.739928611776302,2.70805020110221
UE_013,LEO,1691.4,6.565,0.965,-87.318,0.00173,379.959,23.276,5.0,-2626.3,5.64,0.0,0.0,38.38,1.17,5.942691757787607,2.761953896620167,1.791759469228055
UE_014,LEO,1370.0,8.413,4.813,-84.894,0.00137,653.378,9.133,5.0,-1180.6,4.57,0.0,0.0,51.85,2.01,6.483685166141513,2.86327943252659,1.791759469228055
UE_015,LEO,1055.5,0.652,-4.248,-89.674,0.081,149.646,7.037,32.0,3215.2,3.52,26.0,10.36,20.13,0.46,5.014932713614119,1.0915149811159885,3.4965075614664802
UE_016,LEO,868.9,11.621,5.921,-83.489,0.000103,746.079,5.792,1.8,-3505.6,2.9,0.0,0.0,55.72,2.3,6.616170935899776,3.9871627710783764,1.0296194171811583
UE_017,LEO,801.2,11.632,4.632,-84.384,0.00115,638.778,5.341,11.0,-2336.2,2.67,0.0,0.0,51.21,1.97,6.4611212411786685,2.939302159268741,2.4849066497880004
UE_018,LEO,873.9,10.279,5.779,-85.46,0.000176,733.917,10.826,2.9,-3624.8,2.91,0.0,0.0,55.23,2.26,6.599757567666241,3.754487329718268,1.3609765531356006
UE_019,LEO,1098.3,9.062,2.562,-84.969,0.00152,483.392,7.322,14.0,4130.6,3.66,0.0,0.0,43.97,1.49,6.182894496265928,2.8181564117695075,2.70805020110221
UE_000,LEO,885.5,10.085,6.585,-85.658,0.000146,803.967,8.903,1.8,-2768.6,2.95,0.0,0.0,58.05,2.47,6.690801282789475,3.835647141240943,1.0296194171811583
UE_001,LEO,1091.1,9.102,3.302,-86.249,0.00155,536.337,16.274,13.0,1889.3,3.64,0.0,0.0,46.56,1.65,6.2866254581965215,2.8096683015495185,2.639057329615259
UE_002,LEO,1486.2,6.794,1.794,-86.803,0.00157,431.78,21.908,10.0,2098.6,4.95,0.0,0.0,41.28,1.33,6.070229515743637,2.8041003473141455,2.3978952727983707
UE_003,LEO,1763.2,5.37,1.37,-87.515,0.00129,404.776,11.755,9.0,2903.0,5.88,0.0,0.0,39.8,1.25,6.005801283208035,2.8894102893640885,2.302585092994046
UE_004,LEO,1685.6,6.781,2.681,-86.709,0.00105,491.716,19.237,12.0,-163.9,5.62,0.0,0.0,44.38,1.51,6.1999329431448285,2.978810700516448,2.5649493574615367
UE_005,LEO,1376.7,7.987,4.387,-85.106,0.00114,619.247,9.178,7.0,2810.8,4.59,0.0,0.0,50.35,1.91,6.430117785800842,2.943095148282567,2.0794415416798357
UE_006,LEO,1018.2,8.435,2.135,-85.882,0.00186,454.308,11.788,11.0,1972.5,3.39,0.0,0.0,42.47,1.4,6.120974113018789,2.730487055548592,2.4849066497880004
UE_007,LEO,855.8,9.633,4.033,-84.484,0.00155,591.515,5.705,9.0,-3790.9,2.85,0.0,0.0,49.11,1.82,6.384376189144526,2.8096683015495185,2.302585092994046
UE_008,LEO,822.8,11.827,5.127,-84.286,0.000117,679.132,5.485,2.8,3716.4,2.74,0.0,0.0,52.95,2.09,6.522286896978819,3.9318141345419195,1.33500106673234
UE_009,LEO,892.1,10.531,5.331,-83.934,0.000131,696.05,6.947,2.3,-2580.6,2.97,0.0,0.0,53.66,2.14,6.546857144199097,3.8827287010290106,1.1939224684724346
UE_010,LEO,1089.8,8.31,3.41,-85.345,0.00175,544.29,11.265,9.0,3653.5,3.63,0.0,0.0,46.93,1.67,6.301317763234613,2.7569619510655374,2.302585092994046
UE_011,LEO,1471.8,9.043,5.243,-84.978,0.000143,688.722,22.812,2.4,-4390.0,4.91,0.0,0.0,53.35,2.12,6.536288617855153,3.8446639594979137,1.2237754316221157
UE_012,LEO,1787.4,6.007,2.307,-86.496,0.00113,465.896,11.916,9.0,3913.9,5.96,0.0,0.0,43.08,1.43,6.146106534795194,2.946921556132249,2.302585092994046
UE_013,LEO,1691.3,5.565,0.465,-86.418,0.00108,350.763,11.276,8.0,2058.8,5.64,0.0,0.0,36.63,1.08,5.862957653378374,2.966576244110926,2.1972245773362196
UE_014,LEO,1384.2,9.059,6.759,-86.471,0.000117,819.409,18.228,1.3,4470.1,4.61,0.0,0.0,58.65,2.52,6.709802996396463,3.9318141345419195,0.832909122935104
UE_015,LEO,1039.4,0.362,-4.738,-90.019,0.092,135.788,19.929,59.0,-2888.8,3.46,26.0,10.14,18.42,0.42,4.918432282042642,1.0362121726497242,4.0943445622221
UE_016,LEO,855.0,10.139,4.339,-85.03,0.00165,615.448,9.7,10.0,-3788.6,2.85,0.0,0.0,50.19,1.89,6.423973971926137,2.782516055522885,2.3978952727983707
UE_017,LEO,824.6,10.811,5.611,-83.995,0.000195,719.577,5.497,0.9,2539.4,2.75,0.0,0.0,54.64,2.21,6.580052279958369,3.709965386410331,0.6418538861723948
UE_018,LEO,900.8,10.362,5.262,-85.419,0.000141,690.326,6.005,1.0,1796.1,3.0,0.0,0.0,53.42,2.12,6.538611492543406,3.8507808842645175,0.6931471805599453
UE_019,LEO,1114.0,9.476,3.576,-85.862,0.0013,556.684,18.427,14.0,3679.8,3.71,0.0,0.0,47.52,1.71,6.323792493724505,2.8860566473590907,2.70805020110221
UE_000,LEO,900.4,11.266,7.366,-83.667,0.000197,874.184,8.002,2.9,207.0,3.0,0.0,0.0,60.78,2.69,6.774434149964958,3.7055337716338665,1.3609765531356006
UE_001,LEO,1078.6,9.073,2.073,-86.064,0.00195,450.115,7.191,5.0,-597.5,3.6,0.0,0.0,42.25,1.38,6.111722295912056,2.709965388414767,1.791759469228055
UE_002,LEO,1424.4,7.21,2.81,-86.695,0.00163,500.805,23.496,7.0,-4091.7,4.75,0.0,0.0,44.83,1.54,6.218211598011815,2.787812395329604,2.0794415416798357
UE_003,LEO,1822.5,5.418,2.518,-88.291,0.00156,480.337,20.15,9.0,-3920.2,6.08,0.0,0.0,43.81,1.48,6.176567648484179,2.8068754013671446,2.302585092994046
UE_004,LEO,1759.6,6.68,1.18,-87.16,0.00115,392.999,11.73,14.0,1689.5,5.87,0.0,0.0,39.13,1.21,5.976348371223647,2.939302159268741,2.70805020110221
UE_005,LEO,1330.9,7.966,5.866,-85.717,0.000116,741.355,19.873,0.4,-943.2,4.44,0.0,0.0,55.53,2.28,6.609827565410736,3.935542007029164,0.33647223662121295
UE_006,LEO,1022.6,8.608,2.108,-85.096,0.00132,452.483,20.817,9.0,-4116.8,3.41,0.0,0.0,42.38,1.39,6.116957782634263,2.879426068465139,2.302585092994046
UE_007,LEO,841.2,10.56,3.56,-85.12,0.00117,555.511,18.608,7.0,3454.2,2.8,0.0,0.0,47.46,1.71,6.321686936917372,2.9318141378826463,2.0794415416798357
UE_008,LEO,826.9,9.79,3.99,-86.105,0.00106,588.184,5.513,6.0,-390.1,2.76,0.0,0.0,48.96,1.81,6.378738528754721,2.974694134325518,1.9459101490553132
UE_009,LEO,880.5,11.025,5.825,-85.187,0.000131,737.815,5.87,2.8,3731.1,2.93,0.0,0.0,55.39,2.27,6.605047551313347,3.8827287010290106,1.33500106673234
UE_010,LEO,1116.9,10.46,5.16,-85.27,0.000143,681.868,19.446,0.2,-2038.7,3.72,0.0,0.0,53.06,2.1,6.526301575885381,3.8446639594979137,0.18232155679395462
UE_011,LEO,1481.8,8.109,4.509,-85.346,0.00142,628.917,9.879,8.0,4152.9,4.94,0.0,0.0,50.78,1.94,6.445588064674562,2.847711655311102,2.1972245773362196
UE_012,LEO,1792.5,7.794,2.394,-86.903,0.00155,471.829,18.95,5.0,0.0,5.97,0.0,0.0,43.38,1.45,6.158733800928297,2.8096683015495185,1.791759469228055
UE_013,LEO,1695.3,5.554,-0.346,-87.823,0.071,306.68,24.302,46.0,-3598.6,5.65,0.0,0.0,33.79,0.94,5.72906028184047,1.1487416512748079,3.8501476017100584
UE_014,LEO,1305.4,8.371,4.971,-85.615,0.00159,666.239,19.703,12.0,4403.3,4.35,0.0,0.0,52.4,2.05,6.503148302573623,2.798602875406407,2.5649493574615367
UE_015,LEO,979.7,2.009,-3.291,-89.795,0.017,180.231,16.531,49.0,-3907.3,3.27,26.0,9.38,23.48,0.55,5.199772460653782,1.7695510785961794,3.912023005428146
UE_016,LEO,836.1,11.806,5.406,-83.197,0.000199,702.317,10.574,1.6,-718.2,2.79,0.0,0.0,53.92,2.16,6.555807714783535,3.701146921407909,0.9555114450274365
UE_017,LEO,814.3,12.306,6.106,-84.347,0.000196,762.05,5.429,0.9,-2513.6,2.71,0.0,0.0,56.37,2.34,6.637323559936884,3.7077439264277356,0.6418538861723948
UE_018,LEO,885.5,11.684,6.384,-83.258,0.000116,786.29,14.903,2.1,-3877.4,2.95,0.0,0.0,57.34,2.42,6.668596668471244,3.935542007029164,1.1314021114911006
UE_019,LEO,1115.5,10.268,4.268,-85.866,0.00173,609.859,20.436,9.0,3373.5,3.72,0.0,0.0,49.94,1.88,6.41486616330951,2.761953896620167,2.302585092994046
UE_000,LEO,881.8,10.815,8.715,-84.193,0.000159,1000.01,15.878,1.3,-1711.9,2.94,0.0,0.0,65.5,3.08,6.908764769275311,3.7986028729481367,0.832909122935104
UE_001,LEO,1108.1,10.208,4.808,-84.696,0.00163,652.996,15.387,7.0,-377.5,3.69,0.0,0.0,51.83,2.01,6.483101235230544,2.787812395329604,2.0794415416798357
UE_002,LEO,1456.9,9.095,3.995,-85.653,0.00188,588.569,17.713,7.0,-2837.4,4.86,0.0,0.0,48.98,1.81,6.379391761473858,2.7258421505053123,2.0794415416798357
UE_003,LEO,1778.9,7.929,5.629,-86.635,0.000143,721.119,21.86,2.8,4707.5,5.93,0.0,0.0,54.7,2.22,6.5821899452561095,3.8446639594979137,1.33500106673234
UE_004,LEO,1668.6,7.129,2.429,-85.836,0.00172,474.216,18.124,11.0,-3485.3,5.56,0.0,0.0,43.5,1.46,6.163769437515282,2.764471552839954,2.4849066497880004
UE_005,LEO,1310.8,9.748,5.848,-84.426,0.000193,739.813,17.739,1.2,707.5,4.37,0.0,0.0,55.47,2.28,6.607748231774107,3.714442688741996,0.7884573603642702
UE_006,LEO,973.7,10.128,4.028,-85.436,0.00101,591.135,15.492,11.0,-143.8,3.25,0.0,0.0,49.1,1.82,6.383734649427255,2.995678625787363,2.4849066497880004
UE_007,LEO,855.6,11.834,5.934,-83.783,0.000123,747.172,5.704,2.1,-1055.0,2.85,0.0,0.0,55.77,2.3,6.617632898064891,3.9100948850297526,1.1314021114911006
UE_008,LEO,818.4,10.069,4.769,-85.566,0.00172,649.794,5.456,6.0,-2993.9,2.73,0.0,0.0,51.69,2.0,6.478193155880134,2.764471552839954,1.9459101490553132
UE_009,LEO,883.4,11.802,6.102,-84.799,0.000187,761.63,13.889,2.5,-2071.8,2.94,0.0,0.0,56.36,2.34,6.63677298575277,3.7281583911410707,1.252762968495368
UE_010,LEO,1130.2,9.689,4.889,-85.755,0.0011,659.596,17.535,9.0,-76.1,3.77,0.0,0.0,52.11,2.03,6.493142457836934,2.9586073144469616,2.302585092994046
UE_011,LEO,1476.0,8.929,5.729,-85.336,0.000155,729.593,13.84,0.2,1503.4,4.92,0.0,0.0,55.05,2.24,6.5938565331491175,3.8096682990278086,0.18232155679395462
UE_012,LEO,1835.9,7.884,2.984,-85.158,0.00163,513.24,19.239,12.0,-2645.8,6.12,0.0,0.0,45.44,1.58,6.242690082549148,2.787812395329604,2.5649493574615367
UE_013,LEO,1734.8,6.646,1.446,-86.377,0.00123,409.503,11.566,12.0,2495.0,5.78,0.0,0.0,40.06,1.26,6.017383237026558,2.9100948882075173,2.5649493574615367
UE_014,LEO,1255.7,9.384,6.884,-85.308,0.000106,830.601,22.371,2.1,4027.7,4.19,0.0,0.0,59.09,2.56,6.723352758484338,3.974694130638112,1.1314021114911006
UE_015,LEO,964.3,0.606,-4.594,-89.797,0.029,139.74,8.429,38.0,-1403.0,3.21,26.0,9.19,18.92,0.43,4.946914216538403,1.5376020020860683,3.6635616461296463
UE_016,LEO,831.9,10.944,5.344,-84.028,0.000166,697.128,13.546,2.0,-1643.6,2.77,0.0,0.0,53.7,2.15,6.548402467038941,3.7798919093437133,1.0986122886681096
UE_017,LEO,817.6,10.076,3.976,-84.762,0.00166,587.111,19.451,14.0,768.8,2.73,0.0,0.0,48.92,1.81,6.376915705592976,2.779891911698322,2.70805020110221
UE_018,LEO,903.0,9.145,3.745,-84.928,0.00104,569.434,19.02,8.0,-2944.5,3.01,0.0,0.0,48.11,1.75,6.3463974746167695,2.982966660283629,2.1972245773362196
UE_019,LEO,1156.4,9.754,4.054,-85.523,0.00194,593.143,14.709,14.0,-382.4,3.85,0.0,0.0,49.19,1.83,6.387120031129983,2.712198269845911,2.70805020110221
UE_000,LEO,908.5,12.002,8.902,-84.299,0.000104,1017.917,12.057,1.3,2392.8,3.03,0.0,0.0,66.16,3.13,6.9264955775009796,3.9829666565253112,0.832909122935104
UE_001,LEO,1157.8,7.947,2.047,-85.127,0.00187,448.373,11.719,9.0,2060.7,3.86,0.0,0.0,42.16,1.38,6.107853277839538,2.728158393231258,2.302585092994046
UE_002,LEO,1509.7,8.316,3.216,-85.442,0.00118,530.011,14.064,14.0,-4575.8,5.03,0.0,0.0,46.25,1.63,6.274782736658258,2.9281179923258285,2.70805020110221
UE_003,LEO,1813.4,5.641,2.641,-87.28,0.00173,488.887,17.09,6.0,4726.7,6.04,0.0,0.0,44.24,1.5,6.194174752264682,2.761953896620167,1.9459101490553132
UE_004,LEO,1639.7,8.112,4.412,-86.444,0.00171,621.246,21.931,7.0,-4635.5,5.47,0.0,0.0,50.44,1.91,6.433335512942588,2.7670038893538726,2.0794415416798357
UE_005,LEO,1302.4,9.083,5.883,-85.558,0.000146,742.783,16.683,1.1,-706.6,4.34,0.0,0.0,55.59,2.29,6.61174932562343,3.835647141240943,0.7419373447293773
UE_006,LEO,994.0,8.692,1.892,-86.154,0.00141,438.173,17.627,7.0,-2444.7,3.31,0.0,0.0,41.62,1.35,6.084893412895794,2.85078088703661,2.0794415416798357
UE_007,LEO,849.9,10.084,3.284,-84.758,0.00104,534.99,10.666,14.0,-3772.5,2.83,0.0,0.0,46.49,1.65,6.284115504180345,2.982966660283629,2.70805020110221
UE_008,LEO,829.4,11.467,4.867,-84.667,0.00193,657.768,15.529,9.0,520.6,2.76,0.0,0.0,52.03,2.02,6.490371423960443,2.714442690767203,2.302585092994046
UE_009,LEO,916.0,10.844,4.544,-83.678,0.00184,631.751,6.107,5.0,-2620.8,3.05,0.0,0.0,50.91,1.94,6.450076979826988,2.7351821767544338,1.791759469228055
UE_010,LEO,1134.7,8.466,3.866,-85.767,0.00196,578.649,7.565,5.0,-4194.7,3.78,0.0,0.0,48.53,1.78,6.362422747935935,2.7077439284219453,1.791759469228055
UE_011,LEO,1488.7,6.386,2.386,-86.107,0.00146,471.245,18.925,10.0,161.4,4.96,0.0,0.0,43.35,1.45,6.1574979187130765,2.835647143918101,2.3978952727983707
UE_012,LEO,1857.0,5.332,1.632,-88.234,0.0017,421.339,12.38,6.0,3168.8,6.19,0.0,0.0,40.71,1.3,6.04580830908472,2.7695510783662587,1.9459101490553132
UE_013,LEO,1703.4,7.731,1.131,-85.434,0.00183,390.031,13.356,10.0,-491.3,5.68,0.0,0.0,38.96,1.2,5.968786840730033,2.737548910032251,2.3978952727983707
UE_014,LEO,1262.5,8.254,5.254,-85.673,0.000198,689.587,16.417,2.6,3719.7,4.21,0.0,0.0,53.39,2.12,6.537541960567883,3.7033348075450623,1.2809338454620645
UE_015,LEO,966.6,-0.438,-5.138,-89.419,0.106,125.285,17.444,37.0,1404.6,3.22,26.0,9.22,17.02,0.39,4.838541257457737,0.9746941347311326,3.6375861597263857
UE_016,LEO,834.2,9.723,3.023,-85.239,0.00173,516.02,5.561,7.0,1468.1,2.78,0.0,0.0,45.58,1.59,6.24808155847973,2.761953896620167,2.0794415416798357
UE_017,LEO,833.3,12.632,7.332,-83.684,0.000163,871.065,13.555,1.8,-3251.1,2.78,0.0,0.0,60.66,2.68,6.77086396241532,3.787812392931659,1.0296194171811583
UE_018,LEO,899.3,11.374,6.374,-85.313,0.000175,785.385,5.995,0.5,-1416.5,3.0,0.0,0.0,57.31,2.42,6.667446494388579,3.7569619488320227,0.4054651081081644
UE_019,LEO,1142.4,8.826,2.226,-86.387,0.00129,460.371,7.616,13.0,-3581.7,3.81,0.0,0.0,42.79,1.42,6.134202491575381,2.8894102893640885,2.639057329615259
UE_000,LEO,925.8,11.871,9.471,-83.465,0.000151,1072.688,19.172,1.0,-3930.1,3.09,0.0,0.0,68.15,3.3,6.9788547300714034,3.8210230498307083,0.6931471805599453
UE_001,LEO,1162.5,8.123,2.323,-85.239,0.00109,466.964,9.75,12.0,-611.6,3.88,0.0,0.0,43.13,1.44,6.148391369881992,2.962573501660941,2.5649493574615367
UE_002,LEO,1542.9,7.108,2.008,-85.646,0.00125,445.795,18.286,11.0,-2986.8,5.14,0.0,0.0,42.03,1.37,6.102099876443083,2.903089986644508,2.4849066497880004
UE_003,LEO,1811.9,6.044,2.444,-87.878,0.00163,475.284,24.079,14.0,-4586.0,6.04,0.0,0.0,43.56,1.46,6.1660143149688045,2.787812395329604,2.70805020110221
UE_004,LEO,1609.7,6.701,1.801,-85.75,0.00142,432.225,16.731,6.0,-971.2,5.37,0.0,0.0,41.3,1.33,6.07125722352631,2.847711655311102,1.9459101490553132
UE_005,LEO,1234.1,8.18,4.38,-85.71,0.00137,618.724,12.227,12.0,1956.5,4.11,0.0,0.0,50.33,1.9,6.429274217635112,2.86327943252659,2.5649493574615367
UE_006,LEO,957.0,8.744,3.444,-85.428,0.00196,546.871,17.38,14.0,-2889.9,3.19,0.0,0.0,47.06,1.68,6.306039857776889,2.7077439284219453,2.70805020110221
UE_007,LEO,829.6,10.665,4.665,-84.967,0.00187,641.446,14.53,13.0,1982.5,2.77,0.0,0.0,51.33,1.97,6.465282766544647,2.728158393231258,2.639057329615259
UE_008,LEO,814.7,9.903,4.603,-85.648,0.0019,636.479,6.431,9.0,-3160.2,2.72,0.0,0.0,51.11,1.96,6.457521335313539,2.721246398818595,2.302585092994046
UE_009,LEO,908.7,11.401,6.001,-85.0,0.000105,752.897,13.058,1.8,1927.9,3.03,0.0,0.0,56.0,2.32,6.625255753902138,3.978810696793924,1.0296194171811583
UE_010,LEO,1151.5,7.879,2.979,-85.961,0.00186,512.834,15.677,8.0,4233.3,3.84,0.0,0.0,45.43,1.58,6.241900256094814,2.730487055548592,2.1972245773362196
UE_011,LEO,1595.9,7.743,4.043,-86.029,0.0011,592.269,10.64,9.0,3299.7,5.32,0.0,0.0,49.15,1.82,6.3856479217731,2.9586073144469616,2.302585092994046
UE_012,LEO,1779.6,6.327,0.927,-86.936,0.00145,377.723,11.864,5.0,-2840.1,5.93,0.0,0.0,38.25,1.16,5.936805067153818,2.838631997465512,1.791759469228055
UE_013,LEO,1607.0,8.109,2.209,-86.645,0.00153,459.26,15.713,11.0,3871.8,5.36,0.0,0.0,42.73,1.41,6.13179154719926,2.8153085688985486,2.4849066497880004
UE_014,LEO,1221.9,10.136,6.136,-85.532,0.000175,764.655,10.146,1.9,2921.0,4.07,0.0,0.0,56.48,2.35,6.640731676638901,3.7569619488320227,1.0647107369924282
UE_015,LEO,973.6,0.227,-3.773,-88.987,0.069,164.231,13.491,50.0,573.5,3.25,26.0,9.3,21.79,0.51,5.107344494814288,1.1611509092564505,3.9318256327243257
UE_016,LEO,837.1,12.197,5.697,-84.601,0.000132,726.9,6.581,2.6,-2319.3,2.79,0.0,0.0,54.94,2.24,6.590163676124212,3.8794260655040405,1.2809338454620645
UE_017,LEO,831.8,12.445,7.345,-83.877,0.000137,872.294,9.545,0.2,2829.3,2.77,0.0,0.0,60.71,2.68,6.772272268904845,3.8632794296735606,0.18232155679395462
UE_018,LEO,914.6,10.056,5.956,-84.572,0.000164,749.019,6.097,0.6,-1686.7,3.05,0.0,0.0,55.84,2.3,6.620098539542806,3.785156149304165,0.4700036292457356
UE_019,LEO,1202.0,10.03,3.43,-85.285,0.00129,545.806,15.013,9.0,-3915.0,4.01,0.0,0.0,47.01,1.68,6.304094077723024,2.8894102893640885,2.302585092994046
UE_000,LEO,930.2,10.038,7.638,-84.081,0.000189,899.131,9.201,1.6,0.0,3.1,0.0,0.0,61.73,2.77,6.802540308287684,3.7235381935289014,0.9555114450274365
UE_001,LEO,1200.0,8.739,2.239,-84.83,0.00177,461.285,17.0,14.0,616.8,4.0,0.0,0.0,42.84,1.42,6.136181584004446,2.7520267333928294,2.70805020110221
UE_002,LEO,1586.9,8.17,3.27,-85.315,0.00155,533.995,10.579,12.0,3519.4,5.29,0.0,0.0,46.45,1.64,6.282257401057942,2.8096683015495185,2.5649493574615367
UE_003,LEO,1774.5,7.141,3.941,-86.83,0.0011,584.4,11.83,6.0,656.6,5.92,0.0,0.0,48.79,1.8,6.372295374257785,2.9586073144469616,1.9459101490553132
UE_004,LEO,1595.6,8.744,5.044,-86.528,0.000158,672.232,23.637,1.9,1748.0,5.32,0.0,0.0,52.65,2.07,6.512089995352119,3.8013429102968783,1.0647107369924282
