UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct,Area,Available_Networks
UE_007,102.04,19.789,15.899,-75.936,0.00010761,691.346,1.42,0.77,9.4,0.3401,0.0,0.0,90.645,5.32,0.0,0.0,HAPS,6.54008583065932,3.968147364568552,0.5709795465857378,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,188.7,20.575,17.987,-74.829,0.00010687,779.716,2.01,3.75,9.4,0.629,0.0,0.0,97.954,6.0,0.0,0.0,HAPS,6.660211447344315,3.971144186545792,1.55814461804655,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_009,71.71,21.207,19.119,-76.22,0.00010659,827.927,1.1,3.29,9.4,0.239,0.0,0.0,100.0,6.37,0.0,0.0,HAPS,6.720132093356884,3.9722835337165705,1.4562867329399256,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_010,146.82,14.1,12.823,-75.89,0.00011148,563.318,1.74,0.63,9.4,0.4894,0.0,0.0,79.882,4.33,0.0,0.0,HAPS,6.335617922393001,3.952803036063017,0.48858001481867097,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_011,118.82,16.357,11.371,-77.104,0.00100618,504.273,1.18,1.61,9.4,0.3961,0.0,0.0,74.8,3.88,0.0,0.0,HAPS,6.225098877266437,2.997324319033387,0.959350221334602,Maritime,"UAV,HAPS,SAT (LEO)"
UE_012,80.4,22.537,20.647,-73.828,1.448e-05,893.238,0.99,0.99,9.4,0.268,0.0,0.0,100.0,6.87,0.0,0.0,HAPS,6.795971958982834,4.83923140814616,0.688134638736401,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,194.37,13.77,10.08,-78.89,0.00100194,452.875,1.41,0.48,9.4,0.6479,0.0,0.0,70.28,3.48,0.0,0.0,HAPS,6.1178218297345,2.9991582844715623,0.3920420877760237,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_014,122.44,18.087,13.893,-75.484,0.00010915,607.465,1.51,0.97,9.4,0.4081,0.0,0.0,83.625,4.67,0.0,0.0,HAPS,6.410939392285245,3.9619762559759644,0.6780335427498971,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,156.15,14.064,11.655,-79.489,0.00100463,515.713,1.32,4.32,9.4,0.5205,0.0,0.0,75.792,3.97,0.0,0.0,HAPS,6.247487594643758,2.9979938567615734,1.6714733033535532,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,233.79,8.996,6.076,-81.108,0.00100765,303.756,1.98,2.19,9.4,0.7793,0.0,0.0,56.265,2.34,0.0,0.0,HAPS,5.719511456436642,2.996690290340645,1.1600209167967532,Desert,"UAV,HAPS,SAT (LEO)"
UE_017,145.4,18.132,15.265,-75.108,0.00010258,664.734,1.06,0.61,9.4,0.4847,0.0,0.0,88.429,5.11,0.0,0.0,HAPS,6.500890191359806,3.9889373010365503,0.4762341789963716,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_018,125.16,19.214,18.611,-73.948,0.00010632,806.297,1.25,4.82,9.4,0.4172,0.0,0.0,100.0,6.2,0.0,0.0,HAPS,6.693691630303393,3.9733850279805383,1.7613002617433464,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_019,116.47,17.27,13.49,-73.95,0.00010259,590.769,1.47,1.26,9.4,0.3882,0.0,0.0,82.214,4.54,0.0,0.0,HAPS,6.383116356032419,3.988894965950718,0.8153648132841945,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_000,67.82,18.676,17.361,-76.157,0.00010102,753.127,0.49,0.43,9.4,0.2261,0.0,0.0,95.762,5.79,0.0,0.0,HAPS,6.625560788837634,3.995592631524575,0.35767444427181594,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_001,137.5,10.579,7.554,-78.577,0.0010252,356.584,1.06,2.57,9.4,0.4583,0.0,0.0,61.441,2.74,0.0,0.0,HAPS,5.879370299569067,2.9891914020641743,1.2725655957915476,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_002,137.95,14.25,10.117,-77.507,0.00100769,454.316,1.48,0.99,9.4,0.4598,0.0,0.0,70.409,3.49,0.0,0.0,HAPS,6.120991683388119,2.996673050788747,0.688134638736401,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,66.7,28.521,27.029,-71.565,2.772e-05,1167.635,1.2,0.26,9.4,0.2223,0.0,0.0,100.0,8.98,0.0,0.0,HAPS,7.063591680039795,4.5572067583930425,0.23111172096338664,Desert,"UAV,HAPS,SAT (LEO)"
UE_004,110.35,-8.498,-12.812,-89.844,0.02000286,9.567,1.45,20.38,9.4,0.3678,30.85,22.14,0.0,0.07,0.0,0.0,HAPS,2.3577359374588935,1.6989079046434157,3.062455905596899,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_005,176.16,9.656,6.115,-79.231,0.00101144,305.108,1.21,0.53,9.4,0.5872,0.0,0.0,56.401,2.35,0.0,0.0,HAPS,5.723937980859765,2.995059874640549,0.4252677354043441,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_006,211.65,10.789,9.15,-79.121,0.00101111,416.65,1.42,0.91,9.4,0.7055,0.0,0.0,67.023,3.2,0.0,0.0,HAPS,6.034643761201915,2.9952015939356547,0.6471032420585384,Desert,"UAV,HAPS,SAT (LEO)"
UE_007,101.75,16.627,14.371,-74.009,0.00012226,627.347,0.84,0.97,9.4,0.3392,0.0,0.0,85.299,4.83,0.0,0.0,HAPS,6.443092561640589,3.912715604994018,0.6780335427498971,Maritime,"UAV,HAPS,SAT (LEO)"
UE_008,189.16,13.015,9.825,-78.494,0.00100333,442.874,1.85,5.2,9.4,0.6305,0.0,0.0,69.388,3.41,0.0,0.0,HAPS,6.095540738374203,2.998556201534173,1.824549292051046,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_009,71.85,24.337,21.425,-71.979,1.736e-05,926.58,0.99,1.14,9.4,0.2395,0.0,0.0,100.0,7.13,0.0,0.0,HAPS,6.832579044131254,4.760450254142564,0.76080582903376,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_010,146.15,14.653,12.021,-78.908,0.00011715,530.529,1.38,0.75,9.4,0.4872,0.0,0.0,77.072,4.08,0.0,0.0,HAPS,6.275757758852317,3.9312577033598526,0.5596157879354227,Maritime,"UAV,HAPS,SAT (LEO)"
UE_011,119.84,17.541,12.404,-76.743,0.00011896,546.139,0.83,0.78,9.4,0.3995,0.0,0.0,78.413,4.2,0.0,0.0,HAPS,6.304702883486175,3.9245990408353415,0.5766133643039938,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_012,79.34,15.724,13.619,-75.633,0.00010674,596.101,0.99,0.52,9.4,0.2645,0.0,0.0,82.665,4.59,0.0,0.0,HAPS,6.392086278312891,3.971672797463718,0.41871033485818504,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_013,195.41,3.467,0.234,-82.523,0.02000924,135.112,1.62,33.3,9.4,0.6514,0.0,0.0,35.818,1.04,0.0,0.0,HAPS,4.913478076233528,1.69876940659818,3.535145354171894,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_014,121.66,13.158,10.067,-77.889,0.00100947,452.341,1.61,1.43,9.4,0.4055,0.0,0.0,70.233,3.48,0.0,0.0,HAPS,6.116644601683691,2.9959065827072138,0.8878912573524571,Desert,"UAV,HAPS,SAT (LEO)"
UE_015,155.49,17.844,15.121,-77.665,0.00010218,658.667,1.72,0.17,9.4,0.5183,0.0,0.0,87.922,5.07,0.0,0.0,HAPS,6.4917351622400385,3.9906340974034666,0.15700374880966478,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_016,233.51,7.942,6.057,-81.836,0.00102064,303.11,1.73,4.0,9.4,0.7784,0.0,0.0,56.2,2.33,0.0,0.0,HAPS,5.717389478062418,2.991127414768103,1.6094379124341003,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_017,145.73,17.288,11.764,-77.06,0.00100625,520.14,1.42,2.15,9.4,0.4858,0.0,0.0,76.175,4.0,0.0,0.0,HAPS,6.25601871966774,2.997294106192478,1.1474024528375417,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_018,124.42,14.579,9.73,-78.038,0.0010032,439.141,1.54,0.51,9.4,0.4147,0.0,0.0,69.054,3.38,0.0,0.0,HAPS,6.087095130123171,2.99861247608045,0.412109650826833,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_019,115.65,8.848,5.192,-79.641,0.02000022,273.778,1.53,0.1,9.4,0.3855,0.0,0.0,53.171,2.11,0.0,0.0,HAPS,5.615963498919201,1.698965227101278,0.09531017980432487,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_000,68.67,24.293,21.578,-73.094,2.664e-05,933.16,0.47,0.1,9.4,0.2289,0.0,0.0,100.0,7.18,0.0,0.0,HAPS,6.839647729767459,4.574465763199392,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_001,138.45,16.204,14.453,-77.662,0.00010577,630.779,1.13,5.84,9.4,0.4615,0.0,0.0,85.587,4.85,0.0,0.0,HAPS,6.448539649449006,3.9756374915406907,1.922787731634459,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_002,137.4,11.042,5.807,-80.336,0.02001775,294.506,1.22,1.68,9.4,0.458,0.0,0.0,55.324,2.27,0.0,0.0,HAPS,5.688689141208545,1.6985847388978859,0.9858167945227653,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_003,66.32,20.468,18.559,-75.328,0.00010324,804.048,0.55,2.53,9.4,0.2211,0.0,0.0,99.955,6.18,0.0,0.0,HAPS,6.6909019029701176,3.9861519999215194,1.2612978709452054,Desert,"UAV,HAPS,SAT (LEO)"
UE_004,111.43,-6.812,-10.575,-86.888,0.02000147,15.749,1.2,20.99,9.4,0.3714,30.85,22.36,0.0,0.12,0.0,0.0,HAPS,2.818338554996333,1.698938084842912,3.09058780456667,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_005,176.73,12.179,8.234,-79.546,0.00100514,381.811,1.81,0.1,9.4,0.5891,0.0,0.0,63.818,2.94,0.0,0.0,HAPS,5.947541394798122,2.997773443291072,0.09531017980432487,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_006,212.62,9.23,6.132,-82.032,0.00100029,305.706,2.21,5.73,9.4,0.7087,0.0,0.0,56.462,2.35,0.0,0.0,HAPS,5.725889634019819,2.9998740724246327,1.9065751436566365,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_007,101.47,18.125,15.961,-74.092,0.0001279,693.951,0.94,2.82,9.4,0.3382,0.0,0.0,90.862,5.34,0.0,0.0,HAPS,6.543841339482174,3.8931294521257676,1.3402504226184837,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,189.63,5.189,-1.043,-80.947,0.02000485,108.827,1.82,40.5,9.4,0.6321,0.0,0.0,31.349,0.84,0.0,0.0,HAPS,4.698906400485922,1.6988647006699986,3.7256934272366524,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_009,72.01,15.52,13.735,-76.787,0.00010455,600.911,0.72,0.3,9.4,0.24,0.0,0.0,83.072,4.62,0.0,0.0,HAPS,6.400109593847771,3.980675958692369,0.262364264467491,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,145.47,17.928,14.7,-76.813,0.00010585,641.077,1.74,0.17,9.4,0.4849,0.0,0.0,86.451,4.93,0.0,0.0,HAPS,6.464708234192715,3.9753091335416455,0.15700374880966478,Maritime,"UAV,HAPS,SAT (LEO)"
UE_011,120.86,20.842,17.301,-74.571,0.00010246,750.606,1.13,0.89,9.4,0.4029,0.0,0.0,95.554,5.77,0.0,0.0,HAPS,6.622212250477111,3.9894456442210045,0.636576829071551,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_012,78.27,17.764,16.507,-76.124,0.00011083,716.988,0.92,1.16,9.4,0.2609,0.0,0.0,92.773,5.52,0.0,0.0,HAPS,6.576452855816637,3.9553426628465695,0.7701082216960736,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,196.45,7.579,5.626,-81.74,0.02002241,288.342,1.61,1.46,9.4,0.6548,0.0,0.0,54.691,2.22,0.0,0.0,HAPS,5.667609379460681,1.6984836497766285,0.9001613499442714,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_014,120.88,18.567,14.384,-75.438,0.00010654,627.893,1.44,1.27,9.4,0.4029,0.0,0.0,85.344,4.83,0.0,0.0,HAPS,6.443961130942116,3.972487303474838,0.8197798314933114,Desert,"UAV,HAPS,SAT (LEO)"
UE_015,154.82,18.353,16.695,-74.161,0.00010206,724.945,1.28,1.53,9.4,0.5161,0.0,0.0,93.432,5.58,0.0,0.0,HAPS,6.587474254379289,3.9911444317485016,0.9282193027394289,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,233.24,20.331,15.894,-74.051,0.00010809,691.144,1.73,2.77,9.4,0.7775,0.0,0.0,90.628,5.32,0.0,0.0,HAPS,6.539794026454981,3.966214479139872,1.3270750014599193,Desert,"UAV,HAPS,SAT (LEO)"
UE_017,146.06,10.647,5.265,-79.352,0.02001461,276.219,1.03,3.02,9.4,0.4869,0.0,0.0,53.428,2.12,0.0,0.0,HAPS,5.6248078075353565,1.6986528680152253,1.3912819026309295,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_018,123.68,15.707,13.992,-76.303,0.00011612,611.586,1.17,0.68,9.4,0.4123,0.0,0.0,83.972,4.7,0.0,0.0,HAPS,6.417689340725844,3.935092969100315,0.5187937934151675,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_019,114.82,16.187,11.846,-75.93,0.00100587,523.449,1.19,0.73,9.4,0.3827,0.0,0.0,76.461,4.03,0.0,0.0,HAPS,6.2623481876463325,2.997458144028115,0.5481214085096876,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_000,69.53,16.343,13.489,-77.691,0.00010562,590.751,0.75,3.24,9.4,0.2318,0.0,0.0,82.212,4.54,0.0,0.0,HAPS,6.383085938295496,3.9762538327356656,1.4445632692438664,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_001,139.4,14.259,10.836,-77.805,0.0010152,482.82,1.09,2.34,9.4,0.4647,0.0,0.0,72.926,3.71,0.0,0.0,HAPS,6.181712936717922,2.9934483904855598,1.205970806988609,Maritime,"UAV,HAPS,SAT (LEO)"
UE_002,136.85,12.009,7.538,-77.376,0.00100435,355.985,1.13,0.48,9.4,0.4562,0.0,0.0,61.384,2.74,0.0,0.0,HAPS,5.877693764090186,2.9981149156627063,0.3920420877760237,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_003,65.98,16.26,13.823,-76.997,0.00010191,604.56,0.68,3.15,9.4,0.2199,0.0,0.0,83.38,4.65,0.0,0.0,HAPS,6.406153649743678,3.9917831941487605,1.423108334242607,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_004,112.51,-6.385,-10.322,-89.115,0.0200061,16.655,0.93,46.35,9.4,0.375,30.85,22.58,0.0,0.13,0.0,0.0,HAPS,2.8710190293803497,1.698837564693346,3.8575668196320874,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_005,177.31,11.789,6.602,-79.358,0.0010072,322.182,1.62,0.1,9.4,0.591,0.0,0.0,58.105,2.48,0.0,0.0,HAPS,5.778215632026717,2.996884282469004,0.09531017980432487,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_006,213.59,8.122,5.853,-81.713,0.02000096,296.077,1.55,2.08,9.4,0.712,0.0,0.0,55.485,2.28,0.0,0.0,HAPS,5.693991364460085,1.698949158679465,1.1249295969854831,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_007,101.19,16.594,14.191,-76.002,0.00010208,619.852,1.07,1.09,9.4,0.3373,0.0,0.0,84.668,4.77,0.0,0.0,HAPS,6.431092728247692,3.991059334368461,0.7371640659767197,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_008,190.09,13.704,11.633,-78.143,0.00100561,514.807,1.58,4.34,9.4,0.6336,0.0,0.0,75.714,3.96,0.0,0.0,HAPS,6.245732664506766,2.997570416151936,1.6752256529721035,Maritime,"UAV,HAPS,SAT (LEO)"
UE_009,72.2,12.198,10.288,-78.168,0.001002,461.047,0.73,2.08,9.4,0.2407,0.0,0.0,71.006,3.55,0.0,0.0,HAPS,6.135666617509162,2.9991322780353453,1.1249295969854831,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_010,144.79,16.243,13.58,-77.846,0.00011176,594.517,1.65,1.55,9.4,0.4826,0.0,0.0,82.531,4.57,0.0,0.0,HAPS,6.389429935827011,3.951713603007918,0.9360933591703349,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_011,121.88,16.938,12.248,-74.627,0.00010726,539.781,1.19,0.34,9.4,0.4063,0.0,0.0,77.867,4.15,0.0,0.0,HAPS,6.293014390975476,3.9695622033239624,0.29266961396282,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_012,77.21,23.537,20.868,-72.858,1.915e-05,902.716,0.52,1.26,9.4,0.2574,0.0,0.0,100.0,6.94,0.0,0.0,HAPS,6.806515151741773,4.717831199016796,0.8153648132841945,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_013,197.48,9.981,7.66,-79.602,0.0010084,360.45,1.8,0.45,9.4,0.6583,0.0,0.0,61.808,2.77,0.0,0.0,HAPS,5.890123719446306,2.996367162564915,0.37156355643248307,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_014,120.09,14.374,8.21,-76.834,0.00100522,380.908,1.42,0.1,9.4,0.4003,0.0,0.0,63.733,2.93,0.0,0.0,HAPS,5.945179741904185,2.9977388787767203,0.09531017980432487,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_015,154.14,12.343,10.215,-78.452,0.00100167,458.194,1.64,0.96,9.4,0.5138,0.0,0.0,70.753,3.52,0.0,0.0,HAPS,6.129472778717902,2.999275332710198,0.6729444732424258,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,232.95,11.773,9.576,-78.916,0.00100405,433.17,1.73,2.94,9.4,0.7765,0.0,0.0,68.517,3.33,0.0,0.0,HAPS,6.073436162473127,2.99824465908574,1.3711807233098425,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_017,146.39,23.445,17.936,-75.003,0.00010302,777.541,1.18,2.38,9.4,0.488,0.0,0.0,97.774,5.98,0.0,0.0,HAPS,6.657421655269426,3.987078450239807,1.2178757094949273,Maritime,"UAV,HAPS,SAT (LEO)"
UE_018,122.93,12.673,8.895,-78.26,0.00100836,406.881,1.6,0.42,9.4,0.4098,0.0,0.0,66.132,3.13,0.0,0.0,HAPS,6.0109754651945,2.996384389978451,0.3506568716131694,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_019,114.0,16.644,13.192,-77.366,0.00011108,578.489,1.24,0.11,9.4,0.38,0.0,0.0,81.173,4.45,0.0,0.0,HAPS,6.362146680718716,3.954364125012035,0.10436001532424277,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_000,70.41,19.46,19.32,-76.217,0.00010127,836.526,0.9,0.56,9.4,0.2347,0.0,0.0,100.0,6.43,0.0,0.0,HAPS,6.7304523079934615,3.9945191857321176,0.44468582126144574,Desert,"UAV,HAPS,SAT (LEO)"
UE_001,140.34,14.339,12.839,-75.727,0.00011967,563.966,1.55,1.14,9.4,0.4678,0.0,0.0,79.937,4.34,0.0,0.0,HAPS,6.336765552344583,3.922014705341397,0.76080582903376,Desert,"UAV,HAPS,SAT (LEO)"
UE_002,136.3,11.358,8.114,-78.34,0.00100575,377.322,1.16,1.46,9.4,0.4543,0.0,0.0,63.398,2.9,0.0,0.0,HAPS,5.935745684851568,2.9975099583248896,0.9001613499442714,Maritime,"UAV,HAPS,SAT (LEO)"
UE_003,65.66,17.552,15.884,-74.601,0.00010152,690.716,1.23,1.98,9.4,0.2189,0.0,0.0,90.593,5.31,0.0,0.0,HAPS,6.539175466754365,3.993448386635431,1.091923300517313,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_004,113.6,9.822,6.469,-79.902,0.00100909,317.49,0.9,0.1,9.4,0.3787,0.0,0.0,57.641,2.44,0.0,0.0,HAPS,5.763591077345062,2.9960700971976517,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_005,177.88,10.223,5.111,-80.979,0.02000883,271.11,1.56,6.24,9.4,0.5929,0.0,0.0,52.888,2.09,0.0,0.0,HAPS,5.6062063963083055,1.6987783056149282,1.979621206397625,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_006,214.56,6.046,2.063,-82.694,0.02000056,179.794,1.44,25.15,9.4,0.7152,0.0,0.0,42.222,1.38,0.0,0.0,HAPS,5.197358261566706,1.6989578442390516,3.263849190510932,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_007,100.9,15.821,14.866,-77.716,0.00010171,648.004,1.41,0.69,9.4,0.3363,0.0,0.0,87.031,4.98,0.0,0.0,HAPS,6.475438880013294,3.992636341417793,0.5247285289349821,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_008,190.54,13.533,8.907,-77.905,0.00100642,407.361,1.88,4.27,9.4,0.6351,0.0,0.0,66.176,3.13,0.0,0.0,HAPS,6.0121515871174855,2.9972207408995826,1.6620303625532709,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_009,72.43,32.168,28.417,-69.417,1.98e-05,1227.449,1.04,0.1,9.4,0.2414,0.0,0.0,100.0,9.44,0.0,0.0,HAPS,7.113507677057989,4.703334787804405,0.09531017980432487,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_010,144.11,8.438,4.486,-80.491,0.02000383,250.833,1.69,26.56,9.4,0.4804,0.0,0.0,50.7,1.93,0.0,0.0,HAPS,5.5287661694170716,1.6988868448832852,3.3163654461454577,Desert,"UAV,HAPS,SAT (LEO)"
UE_011,122.91,12.748,6.592,-77.449,0.00100048,321.842,1.6,0.31,9.4,0.4097,0.0,0.0,58.072,2.48,0.0,0.0,HAPS,5.7771630394561875,2.9997915882293205,0.27002713721306015,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_012,76.15,18.25,18.09,-76.708,0.00011248,784.116,1.02,1.27,9.4,0.2538,0.0,0.0,98.316,6.03,0.0,0.0,HAPS,6.665831477566031,3.9489246884631695,0.8197798314933114,Desert,"UAV,HAPS,SAT (LEO)"
UE_013,198.52,11.94,6.62,-78.903,0.00100591,322.843,1.86,0.11,9.4,0.6617,0.0,0.0,58.171,2.48,0.0,0.0,HAPS,5.780258830450129,2.9974408739694995,0.10436001532424277,Maritime,"UAV,HAPS,SAT (LEO)"
UE_014,119.3,18.323,15.031,-76.298,0.00011637,654.895,0.8,0.11,9.4,0.3977,0.0,0.0,87.607,5.04,0.0,0.0,HAPS,6.486000715157354,3.934158961948267,0.10436001532424277,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,153.46,14.974,11.314,-78.133,0.00100399,501.979,1.05,0.68,9.4,0.5115,0.0,0.0,74.6,3.86,0.0,0.0,HAPS,6.2205484197252225,2.9982706124222234,0.5187937934151675,Maritime,"UAV,HAPS,SAT (LEO)"
UE_016,232.66,8.352,4.617,-80.047,0.02000047,255.034,1.82,48.68,9.4,0.7755,0.0,0.0,51.16,1.96,0.0,0.0,HAPS,5.545310248160763,1.6989597985138976,3.905602437625223,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_017,146.71,9.82,6.546,-80.603,0.00100737,320.209,1.01,1.44,9.4,0.489,0.0,0.0,57.91,2.46,0.0,0.0,HAPS,5.772092001605336,2.9968109863690664,0.8919980393051105,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_018,122.18,8.779,6.67,-80.074,0.00100635,324.594,1.37,0.41,9.4,0.4073,0.0,0.0,58.343,2.5,0.0,0.0,HAPS,5.785651206440169,2.9972509486368955,0.3435897043900769,Desert,"UAV,HAPS,SAT (LEO)"
UE_019,113.16,-23.395,-24.861,-97.178,0.02000325,0.611,0.77,13.14,9.4,0.3772,44.7,36.45,0.0,0.0,0.0,0.0,HAPS,0.47685510419483734,1.6988994371944215,2.6490076604684267,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_000,71.3,29.894,26.95,-71.009,1.506e-05,1164.236,0.72,1.65,9.4,0.2377,0.0,0.0,100.0,8.96,0.0,0.0,HAPS,7.06067892059153,4.8221749992977045,0.9745596399981308,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_001,141.29,17.908,15.967,-76.397,0.00011442,694.215,1.65,0.35,9.4,0.471,0.0,0.0,90.884,5.34,0.0,0.0,HAPS,6.544221150243153,3.941498052774734,0.3001045924503381,Desert,"UAV,HAPS,SAT (LEO)"
UE_002,135.75,16.345,11.484,-76.609,0.00101186,508.807,1.28,5.96,9.4,0.4525,0.0,0.0,75.194,3.91,0.0,0.0,HAPS,6.2340322227226,2.994879571487443,1.9401794743463283,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,65.36,22.627,21.317,-73.136,1.28e-05,921.948,0.98,11.93,9.4,0.2179,0.0,0.0,100.0,7.09,0.0,0.0,HAPS,6.827572894887637,4.892789996422876,2.559550192783766,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_004,114.68,17.181,15.447,-78.015,0.00011283,672.353,0.95,11.02,9.4,0.3823,0.0,0.0,89.064,5.17,0.0,0.0,HAPS,6.51226970922139,3.947575408008834,2.4865719291070616,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_005,178.44,9.851,5.728,-79.572,0.02000104,291.816,1.58,3.32,9.4,0.5948,0.0,0.0,55.049,2.24,0.0,0.0,HAPS,5.679544425402926,1.698947421588392,1.463255402256019,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_006,215.52,10.308,8.547,-78.748,0.00100096,393.623,2.04,1.73,9.4,0.7184,0.0,0.0,64.914,3.03,0.0,0.0,HAPS,5.977930878762684,2.999583276858406,1.0043016091968684,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,100.62,18.866,16.863,-75.92,0.00010593,732.031,1.31,2.17,9.4,0.3354,0.0,0.0,94.019,5.63,0.0,0.0,HAPS,6.597187992943259,3.9749810236174152,1.1537315878891892,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,190.99,7.713,3.347,-82.433,0.02000207,215.863,1.35,11.26,9.4,0.6366,0.0,0.0,46.715,1.66,0.0,0.0,HAPS,5.3792658177581805,1.6989250571614043,2.506341930508065,Maritime,"UAV,HAPS,SAT (LEO)"
