UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UE_004696,0.0032,27.1,19.6446,-67.9,4.6462e-06,20.54,1.5,0.4897,-23.974,1.1e-05,0,0,69.5898,7.162809,WiFi6_5GHz,3.0699116717282426,5.332902006050499,0.39857475740341025
UE_004697,0.0091,26.67,14.1383,-68.33,4.837e-06,14.4,1.5,0.1999,15.6069,3e-05,0,0,65.7209,7.085104,WiFi6_5GHz,2.7343675094195836,5.315423822825637,0.18223821998820616
UE_004698,0.0047,6.8,-2.5475,-88.2,0.0490500486,0.17,1.5,12.5444,-31.67,1.6e-05,0,0,42.5335,1.111539,WiFi6_5GHz,0.15700374880966475,1.309360557965263,2.605973177767444
UE_004699,0.0035,-2.22,-9.5149,-97.22,0.0591584342,0.0,1.5,13.4201,-11.0771,1.2e-05,0,0,35.9595,0.1,WiFi6_5GHz,0.0,1.2279833293821214,2.6686230666455173
UE_004700,0.015,29.51,20.9621,-65.49,1.7396e-06,15.38,1.5,0.0567,-18.8744,5e-05,0,0,65.7488,7.892715,WiFi6_5GHz,2.7960610784249234,5.759550351354853,0.05515084446484804
UE_004701,0.0078,6.1,-3.4791,-88.9,0.0122358176,4.44,1.5,37.3016,26.0887,2.6e-05,0,0,24.7585,1.128689,WiFi6_5GHz,1.6937790608678513,1.9123670056551285,3.6454916707709493
UE_004702,0.0136,-10.19,-18.3857,-105.19,0.1436497624,4.74,1.5,11.4318,24.0761,4.5e-05,0,0,35.3514,0.205642,WiFi6_5GHz,1.747459210331475,0.8426950880014451,2.5202577059797986
UE_004703,0.0091,-2.05,-11.6154,-97.05,0.0993259651,16.18,1.5,10.9316,-13.423,3e-05,0,0,36.7842,0.468648,WiFi6_5GHz,2.8437459165561094,1.0029372064286277,2.479190342791891
UE_004704,0.0169,14.08,10.0383,-80.92,0.0031241057,0.0,1.5,2.0005,20.4049,5.6e-05,0,0,55.8913,2.119921,WiFi6_5GHz,0.0,2.505274280625582,1.0987789414474305
UE_004705,0.0097,-2.21,-15.3102,-97.21,0.1052416415,0.61,1.5,16.3734,2.9818,3.2e-05,0,0,35.6026,0.350825,WiFi6_5GHz,0.4762341789963716,0.9778123866480352,2.854940300879714
UE_004706,0.014,56.85,46.7857,-38.15,9e-09,12.66,1.5,0.4822,-1.5714,4.7e-05,0,0,78.0627,11.851443,WiFi6_5GHz,2.614471854142644,8.045709238298873,0.39352747053512144
UE_004707,0.0125,1.88,-10.5866,-93.12,0.1290864446,20.15,1.5,21.3536,8.5481,4.2e-05,0,0,35.9351,0.426087,WiFi6_5GHz,3.051639905492287,0.8891193607085941,3.1069873819140854
UE_004708,0.0129,-2.1,-13.5849,-97.1,0.1385947227,15.92,1.9918,32.4195,9.3432,4.3e-05,0,0,25.6392,0.369442,WiFi6_5GHz,2.8284963541780774,0.858253306127308,3.5091395619541923
UE_004709,0.0043,13.68,4.8608,-81.32,0.0020839574,7.21,1.5,2.178,21.3919,1.4e-05,0,0,55.9353,2.140641,WiFi6_5GHz,2.105352923464337,2.681111162867581,1.1562520681145243
UE_004710,0.0064,42.23,38.9073,-52.77,6.5e-09,1.71,1.5,0.1807,10.1487,2.1e-05,0,0,77.2742,11.671733,WiFi6_5GHz,0.9969486348916095,8.18701983396052,0.166107482930927
UE_004711,0.0099,26.33,13.7741,-68.67,7.4739e-06,0.28,1.5,0.4082,-30.3185,3.3e-05,0,0,65.2183,6.972366,WiFi6_5GHz,0.2468600779315258,5.126452659154092,0.3423122931028958
UE_004712,0.0092,45.98,39.7808,-49.02,5.4e-09,10.86,1.5852,0.036,26.0239,3.1e-05,0,0,81.4498,11.468524,WiFi6_5GHz,2.4731713935695794,8.267525822718806,0.035367143837291316
UE_004713,0.0118,0.95,-5.0249,-94.05,0.0944500323,24.78,1.6162,17.6079,-7.2051,3.9e-05,0,0,36.9266,0.523534,WiFi6_5GHz,3.2495989975110415,1.0247978892175984,2.9235862217291944
UE_004714,0.0103,24.55,19.8382,-70.45,0.0006343895,29.09,1.5779,1.3139,12.6318,3.4e-05,0,0,70.4428,5.20895,WiFi6_5GHz,3.404192890641954,3.1976440131045383,0.8389344126259262
UE_004715,0.0013,-1.69,-7.3023,-96.69,0.0581392458,5.71,1.5,25.3084,-23.1641,4e-06,0,0,30.0798,0.318414,WiFi6_5GHz,1.9035989509835904,1.2355306063218423,3.2698882798240496
UE_004716,0.0079,48.47,37.6179,-46.53,7.9e-09,0.0,1.5352,0.1917,18.4845,2.6e-05,0,0,79.3233,11.778884,WiFi6_5GHz,0.0,8.10231793820358,0.17538085911462345
UE_004717,0.0109,4.9,-7.6551,-90.1,0.0638304224,0.0,1.5,31.8264,-30.9387,3.6e-05,0,0,23.7347,0.829299,WiFi6_5GHz,0.0,1.1949722815953168,3.4912330696982448
UE_004718,0.0067,1.73,-4.8624,-93.27,0.0597044262,17.29,1.5,9.3484,-22.8203,2.2e-05,0,0,40.5985,0.21364,WiFi6_5GHz,2.906354462402774,1.2239934711585003,2.3368319183892288
UE_004719,0.0078,6.68,-5.022,-88.32,0.028643855,22.16,1.5,17.8797,-0.893,2.6e-05,0,0,44.5787,1.286201,WiFi6_5GHz,3.1424266527047946,1.5429685333964296,2.9380872707606014
UE_004720,0.0019,-8.05,-16.0244,-103.05,0.1137413168,15.81,1.5,37.2172,21.0613,6e-06,0,0,20.3955,0.620133,WiFi6_5GHz,2.821973947420524,0.9440817481596585,3.643285676055217
UE_004721,0.0126,9.06,-2.0792,-85.94,0.0334681908,19.51,1.5272,12.203,-8.1149,4.2e-05,0,0,46.9422,1.506572,WiFi6_5GHz,3.0209125720842893,1.475367763781424,2.580444076497064
UE_004722,0.0131,20.89,8.8581,-74.11,0.0003865984,0.11,1.5,0.8538,-28.2417,4.4e-05,0,0,59.8245,4.903451,WiFi6_5GHz,0.10436001532424277,3.4127399465783212,0.6172375864595953
UE_004723,0.0114,54.61,46.6747,-40.39,1.3e-09,0.0,1.5,0.3223,-15.944,3.8e-05,0,0,76.9415,11.60738,WiFi6_5GHz,0.0,8.885722703438415,0.2793726445806401
UE_004724,0.0033,21.91,11.2609,-73.09,0.0004473129,2.13,1.5,0.9367,2.6428,1.1e-05,0,0,61.2208,4.958041,WiFi6_5GHz,1.1410330045520618,3.3493885761123545,0.6609854937515491
UE_004725,0.0044,15.19,7.9754,-79.81,0.0004454085,11.5,1.5,0.8017,-11.9424,1.5e-05,0,0,55.4052,3.473459,WiFi6_5GHz,2.5257286443082556,3.3512414983433847,0.5887306636395174
UE_004726,0.0115,-7.65,-14.5139,-102.65,0.1330967703,10.44,1.5,28.3549,-31.67,3.8e-05,0,0,20.1065,0.299716,WiFi6_5GHz,2.437115985951652,0.8758324828985169,3.379459482935658
UE_004727,0.0016,4.28,-2.3458,-90.72,0.1337700848,8.81,1.5,26.5181,2.3095,5e-06,0,0,30.9953,0.652981,WiFi6_5GHz,2.2834022735772717,0.8736409976179196,3.3148439699840497
UE_004728,0.0015,0.99,-7.083,-94.01,0.1111595389,0.0,1.5,29.302,19.6785,5e-06,0,0,24.5599,0.1,WiFi6_5GHz,0.0,0.9540532633805118,3.4112137169376435
UE_004729,0.0073,-5.4,-9.4879,-100.4,0.1226184882,1.71,1.5,37.5727,-27.1616,2.4e-05,0,0,20.5902,0.456748,WiFi6_5GHz,0.9969486348916095,0.9114440427187416,3.652544772362758
UE_004730,0.0029,-4.01,-11.5488,-99.01,0.0939560589,19.34,1.5,17.1099,31.67,1e-05,0,0,35.533,0.1,WiFi6_5GHz,3.012589390620414,1.0270752085126238,2.8964587500689225
UE_004731,0.0087,11.67,5.1248,-83.33,0.0446214917,7.99,1.5,2.7637,-11.6446,2.9e-05,0,0,47.7723,2.462229,WiFi6_5GHz,2.196112848483529,1.3504559153008544,1.3254025161025162
UE_004732,0.0152,22.08,11.4302,-72.92,0.000487286,5.21,1.5,1.5086,19.6989,5.1e-05,0,0,62.5179,5.10709,WiFi6_5GHz,1.8261608959453874,3.312216065072187,0.9197248286084373
UE_004733,0.0051,1.3,-8.8045,-93.7,0.1082000398,2.38,1.5,28.1877,25.4545,1.7e-05,0,0,24.2095,0.420565,WiFi6_5GHz,1.2178757094949273,0.9657725794757387,3.3737473876540336
UE_004734,0.0011,2.56,-6.4534,-92.44,0.0868613822,0.64,1.5,11.2839,-7.876,4e-06,0,0,40.7144,0.56364,WiFi6_5GHz,0.49469624183610705,1.061173264111585,2.508289461874649
UE_004735,0.0108,66.87,58.7049,-28.13,6.6e-09,2.1,1.5,0.1568,-16.6729,3.6e-05,0,0,76.1788,11.856845,WiFi6_5GHz,1.1314021114911006,8.180390267248415,0.14565757242236319
UE_004736,0.0155,-6.15,-11.5408,-101.15,0.1430361374,14.96,1.5,32.7402,24.2053,5.2e-05,0,0,24.5463,0.245891,WiFi6_5GHz,2.7700855920216627,0.8445542262332895,3.51869000478253
UE_004737,0.0078,0.66,-10.2499,-94.34,0.1404130336,7.28,1.5,8.2937,20.4728,2.6e-05,0,0,38.6149,0.356045,WiFi6_5GHz,2.1138429683971682,0.8525925776885781,2.2293367512522058
UE_004738,0.0035,3.09,-8.9064,-91.91,0.1243067857,13.61,1.5,27.9152,-8.3767,1.2e-05,0,0,27.6857,0.924169,WiFi6_5GHz,2.681706225762608,0.9055051632967062,3.3643674084114377
UE_004739,0.0075,17.27,5.8166,-77.73,0.0009917455,23.06,1.5,1.2993,-6.006,2.5e-05,0,0,61.3611,3.846656,WiFi6_5GHz,3.180550710546533,3.0035997610028473,0.8326047287858183
UE_004740,0.0141,16.38,4.1467,-78.62,0.0005807106,0.0,1.5,1.966,31.67,4.7e-05,0,0,56.1178,3.742389,WiFi6_5GHz,0.0,3.2360402457528314,1.0872142437157404
UE_004741,0.0049,-18.83,-30.1152,-113.83,0.0637872768,0.04,1.5,23.37,27.1717,1.6e-05,0,0,23.5149,0.630123,WiFi6_5GHz,0.039220713153281295,1.1952659383032733,3.193352867637115
UE_004742,0.0099,44.43,38.0134,-50.57,4.9e-09,9.0,1.5,0.447,-9.9047,3.3e-05,0,0,76.2325,11.768992,WiFi6_5GHz,2.302585092994046,8.30971529748737,0.3694924476493468
UE_004743,0.008,-2.16,-11.8132,-97.16,0.145719798,2.67,1.5,27.5296,-31.67,2.7e-05,0,0,24.3786,0.499125,WiFi6_5GHz,1.3001916620664788,0.8364814394553197,3.3509421447976453
UE_004744,0.0072,21.43,10.996,-73.57,0.0002101488,20.91,1.5,0.7339,-17.5834,2.4e-05,0,0,63.7958,5.150783,WiFi6_5GHz,3.086943153607375,3.6774730835104084,0.5503732065684901
UE_004745,0.0169,-2.0,-12.2078,-97.0,0.1010825573,14.58,1.5,32.1395,-30.9032,5.6e-05,0,0,23.759,0.313084,WiFi6_5GHz,2.7459880404426023,0.9953237793395401,3.5007259243770554
UE_004746,0.0121,-1.74,-10.8574,-96.74,0.1129560605,0.05,1.5,18.0861,25.4852,4e-05,0,0,31.4363,0.510689,WiFi6_5GHz,0.04879016416943201,0.947090462649494,2.9489603214238596
UE_004747,0.0102,-6.4,-17.2794,-101.4,0.116153027,0.0,1.5,14.7237,-20.4767,3.4e-05,0,0,31.8586,0.429847,WiFi6_5GHz,0.0,0.9349694678034685,2.7551691282628763
UE_004748,0.0138,49.78,42.2642,-45.22,8.6e-09,8.46,1.5,0.2227,21.6486,4.6e-05,0,0,77.2198,11.715386,WiFi6_5GHz,2.247072383063787,8.065451052333852,0.20106152816800735
UE_004749,0.0122,4.2,-1.838,-90.8,0.1450115209,13.22,1.5,19.1796,1.6591,4.1e-05,0,0,34.9475,1.015857,WiFi6_5GHz,2.6546494243750947,0.8385974924893868,3.0046721931234623
UE_004750,0.0072,-6.5,-16.3076,-101.5,0.133097546,2.6,1.5,30.7053,21.1549,2.4e-05,0,0,22.3871,0.274015,WiFi6_5GHz,1.2809338454620645,0.875829951798422,3.4564838593371605
UE_004751,0.0048,24.41,18.9826,-70.59,7.72168e-05,9.22,1.5,1.0644,5.1154,1.6e-05,0,0,64.6489,5.393564,WiFi6_5GHz,2.3243465847755584,4.112288194641857,0.724839627292435
UE_004752,0.0088,1.89,-9.0071,-93.11,0.1234133261,0.0,1.5,8.3967,-28.1118,2.9e-05,0,0,38.9529,0.1,WiFi6_5GHz,0.0,0.9086379428987622,2.2403585638088384
UE_004753,0.016,-3.3,-14.108,-98.3,0.1408225488,0.16,1.5,33.4238,-4.2198,5.3e-05,0,0,22.5999,0.406724,WiFi6_5GHz,0.14842000511827327,0.8513277994852234,3.5387481856193514
UE_004754,0.0018,4.4,-3.9732,-90.6,0.0696478903,12.39,1.5,29.0641,8.938,6e-06,0,0,29.9274,0.792048,WiFi6_5GHz,2.5945081597030812,1.1570920342222255,3.403331768902938
UE_004755,0.0154,7.92,-0.6478,-87.08,0.034401038,21.01,1.5,28.6153,-26.0063,5.1e-05,0,0,33.1941,1.158772,WiFi6_5GHz,3.0914968955383704,1.4634284530300583,3.388291119679309
UE_004756,0.0159,-0.04,-7.9736,-95.04,0.1272018189,12.8,1.5,11.7179,5.0837,5.3e-05,0,0,37.0581,0.394235,WiFi6_5GHz,2.624668592163159,0.8955066785223564,2.543010449942783
UE_004757,0.0045,35.3,25.6257,-59.7,4e-10,6.37,1.5,0.421,-14.5451,1.5e-05,0,0,79.0028,11.74416,WiFi6_5GHz,1.9974177062012453,9.396855627379818,0.35136084911496357
UE_004758,0.0053,5.43,-2.3507,-89.57,0.0285700651,0.0,1.5,20.1307,15.1714,1.8e-05,0,0,36.1428,1.237449,WiFi6_5GHz,0.0,1.544088770013727,3.0507269593329047
UE_004759,0.0085,37.13,29.7054,-57.87,2.5e-09,0.01,1.5,0.4718,7.2206,2.8e-05,0,0,75.5192,11.466827,WiFi6_5GHz,0.009950330853168083,8.601886308269497,0.3864861415103616
UE_004760,0.0145,16.23,8.6011,-78.77,0.0006169138,0.4,1.5,1.1237,30.1941,4.8e-05,0,0,55.4125,3.553287,WiFi6_5GHz,0.33647223662121295,3.2097755140304547,0.7531598504661161
UE_004761,0.0151,-2.86,-12.2467,-97.86,0.1274510534,20.0,1.5,17.5546,31.67,5e-05,0,0,35.1489,0.479765,WiFi6_5GHz,3.044522437723423,0.8946565706745024,2.9207177367485313
UE_004762,0.0128,-7.35,-14.8287,-102.35,0.1303697259,0.9,1.5,17.2991,20.2603,4.3e-05,0,0,31.1559,0.34335,WiFi6_5GHz,0.6418538861723948,0.8848232475657836,2.9068518783101145
UE_004763,0.007,-6.11,-13.6756,-101.11,0.1159143137,6.06,1.5,27.6611,-0.6114,2.3e-05,0,0,29.1564,0.484711,WiFi6_5GHz,1.9544450515051506,0.9358629317885193,3.355540802682335
UE_004764,0.0011,20.62,15.8338,-74.38,0.0004616219,0.04,1.6078,1.4487,-27.6034,4e-06,0,0,59.6055,4.620744,WiFi6_5GHz,0.039220713153281295,3.3357135948743895,0.8955572714872428
UE_004765,0.0094,5.77,0.823,-89.23,0.0221684222,1.34,1.5,13.9173,-9.5163,3.1e-05,0,0,37.8745,1.539051,WiFi6_5GHz,0.8501509293696101,1.6542652159420603,2.7025216132519936
UE_004766,0.0065,49.29,36.5989,-45.71,1.8e-09,33.62,1.5,0.2242,23.43,2.2e-05,0,0,81.1118,11.809744,WiFi6_5GHz,3.544431549748063,8.744486287180466,0.20228756943483242
UE_004767,0.0146,5.65,-5.8439,-89.35,0.0416271662,8.69,1.5,31.506,10.1886,4.9e-05,0,0,32.0819,0.967052,WiFi6_5GHz,2.2710944259026746,1.3806231530132484,3.4814246876809842
UE_004768,0.0132,12.16,2.2939,-82.84,0.0335582443,1.24,1.5,6.5779,-0.9491,4.4e-05,0,0,47.8704,2.265578,WiFi6_5GHz,0.8064758658669485,1.4742007686518357,2.0252361164153836
UE_004769,0.0154,54.0,48.7892,-41.0,5.5e-09,25.28,1.5,0.3209,-26.4435,5.1e-05,0,0,80.0779,11.489996,WiFi6_5GHz,3.26880819361641,8.259558355050235,0.2783133224476808
UE_004770,0.0088,-6.52,-14.8568,-101.52,0.1187033662,0.38,1.5,32.3935,-26.2768,2.9e-05,0,0,23.9646,0.1,WiFi6_5GHz,0.32208349916911333,0.9255369651078316,3.508361270265077
UE_004771,0.016,27.42,19.822,-67.58,4.4337e-06,0.0,1.5,0.0333,9.1008,5.3e-05,0,0,70.5395,7.21783,WiFi6_5GHz,0.0,5.353233598192333,0.03275756423817219
UE_004772,0.0038,4.54,-4.6026,-90.46,0.079031755,7.86,1.5,14.4308,15.1021,1.3e-05,0,0,38.4407,0.648552,WiFi6_5GHz,2.1815467646169897,1.1021983738903678,2.7363655120822563
UE_004773,0.0092,30.03,22.8816,-64.97,1.7866e-06,15.96,1.5,0.1894,7.7188,3.1e-05,0,0,68.6975,8.01384,WiFi6_5GHz,2.830857630363757,5.747972427262942,0.17344897829035627
UE_004774,0.0072,9.09,-1.6933,-85.91,0.0331867588,11.88,1.5,35.6809,-18.1109,2.4e-05,0,0,30.2154,1.588079,WiFi6_5GHz,2.5556757206762075,1.479035161076688,3.6022561836194185
UE_004775,0.0017,-2.36,-8.8134,-97.36,0.0859449631,3.76,1.5,33.3991,-9.5911,6e-06,0,0,20.8604,0.230265,WiFi6_5GHz,1.5602476682433286,1.0657795705364483,3.5380304012464032
UE_004776,0.0108,24.61,19.2032,-70.39,0.0006225232,0.23,1.5,0.9385,30.8055,3.6e-05,0,0,62.8398,5.568043,WiFi6_5GHz,0.20701416938432615,3.205844458082012,0.6619144781288467
UE_004777,0.0148,-3.21,-15.7894,-98.21,0.065876122,0.32,1.5839,34.1774,22.4363,4.9e-05,0,0,22.5607,0.238785,WiFi6_5GHz,0.2776317365982795,1.1812719748201057,3.5604038309500585
UE_004778,0.0046,7.79,1.7448,-87.21,0.018865774,15.15,1.5,12.4554,-30.8481,1.5e-05,0,0,42.7841,0.8906,WiFi6_5GHz,2.7819200496686656,1.724325372415398,2.59938051246236
UE_004779,0.0162,27.02,15.8424,-67.98,8.001e-07,20.45,1.7818,0.146,0.7336,5.4e-05,0,0,68.6318,7.368795,WiFi6_5GHz,3.065724645374026,6.096855186790548,0.1362776182925478
UE_004780,0.0115,24.66,17.2447,-70.34,0.0001823538,20.33,1.5,1.3037,23.8915,3.8e-05,0,0,70.7503,5.681151,WiFi6_5GHz,3.0601145324832593,3.7390851797802993,0.8345165260224705
UE_004781,0.0065,43.69,33.4144,-51.31,5.9e-09,4.43,1.5,0.3921,5.6279,2.2e-05,0,0,75.5797,11.512118,WiFi6_5GHz,1.691939133945844,8.229074385361,0.3308133984123845
UE_004782,0.0125,-5.63,-15.1576,-100.63,0.0529429113,0.0,1.5,25.7197,-25.1531,4.2e-05,0,0,23.0622,0.248169,WiFi6_5GHz,0.0,1.2761921807680376,3.2854011210605054
UE_004783,0.0032,31.63,23.0679,-63.37,4.9919e-06,0.94,1.5,0.2461,-12.9793,1.1e-05,0,0,72.2588,8.019195,WiFi6_5GHz,0.6626879730752367,5.3017340362222765,0.22001867396668484
UE_004784,0.0086,0.24,-7.8009,-94.76,0.074222409,14.94,1.5,18.9351,11.3625,2.9e-05,0,0,37.0366,0.184521,WiFi6_5GHz,2.768831673362069,1.1294649540715425,2.9924819971237215
UE_004785,0.0164,19.66,11.8287,-75.34,0.0009209877,20.64,1.5916,1.4044,-25.2842,5.5e-05,0,0,60.3028,4.770955,WiFi6_5GHz,3.074543453978281,3.0357461693943537,0.8773003921828699
UE_004786,0.013,-17.1,-30.2929,-112.1,0.1311056378,3.46,1.5,27.3983,6.2144,4.3e-05,0,0,23.6431,0.28072,WiFi6_5GHz,1.4951487660319727,0.8823786323890981,3.3463292842206
UE_004787,0.0011,27.74,20.3872,-67.26,8.341e-07,7.73,1.5,0.3644,0.4298,4e-06,0,0,65.3705,7.016434,WiFi6_5GHz,2.166765369851511,6.078781358131004,0.3107147715623536
UE_004788,0.0115,25.24,16.0279,-69.76,2.6885e-06,1.42,1.5,0.2921,20.27,3.8e-05,0,0,65.8879,7.131819,WiFi6_5GHz,0.8837675401685949,5.570489797649053,0.25626880174603756
UE_004789,0.0121,69.04,59.9127,-25.96,9.8e-09,0.58,1.5,0.2812,26.581,4e-05,0,0,73.4261,11.678421,WiFi6_5GHz,0.4574248470388754,8.0087296108049,0.24779713875286602
UE_004790,0.0054,36.64,33.7733,-58.36,5.2e-09,14.0,1.5,0.2756,20.2739,1.8e-05,0,0,78.8633,11.603969,WiFi6E_6GHz,2.70805020110221,8.283913146225167,0.2434166561537655
UE_004791,0.0056,42.69,38.7308,-52.31,1.3e-09,22.21,1.5,0.0786,31.67,1.9e-05,0,0,76.6933,11.90355,WiFi6E_6GHz,3.1445832202863455,8.885722703438415,0.0756639039209896
UE_004792,0.001,7.36,0.7895,-87.64,0.0160443619,22.68,1.5081,37.1428,31.67,3e-06,0,0,28.2343,1.48028,WiFi6E_6GHz,3.164630810015805,1.794677550515205,3.641337011216473
UE_004793,0.0031,13.88,8.0712,-81.12,0.0016197723,21.02,1.5,5.4352,-31.67,1e-05,0,0,60.1686,2.520936,WiFi6E_6GHz,3.091951131294534,2.7905460319817603,1.8617829205961958
UE_004794,0.0012,16.22,10.8795,-78.78,0.0008901776,27.31,1.6513,0.7068,16.9355,4e-06,0,0,61.6337,3.468192,WiFi6E_6GHz,3.343215099123808,3.0505233378051093,0.5346202723317078
UE_004795,0.0105,55.14,51.2577,-39.86,4.7e-09,28.49,1.5,0.34,14.3407,3.5e-05,0,0,83.8523,11.706536,WiFi6E_6GHz,3.3840512228271846,8.327809748811747,0.29266961396282
UE_004796,0.005,73.7,67.3387,-21.3,2.2e-09,21.46,1.5,0.1506,-1.6212,1.7e-05,0,0,81.2638,11.575653,WiFi6E_6GHz,3.1117359493102974,8.657379957446652,0.14028354544705604
UE_004797,0.0074,23.55,19.6767,-71.45,0.0001753196,17.64,1.5,1.6348,31.67,2.5e-05,0,0,65.5067,5.109764,WiFi6E_6GHz,2.925309809257445,3.756169526403291,0.9688072777844008
UE_004798,0.002,23.1,16.5209,-71.9,0.0003572044,11.8,1.5,1.4189,31.67,7e-06,0,0,63.8834,5.277472,WiFi6E_6GHz,2.5494451709255714,3.447083198948552,0.883312891376949
UE_004799,0.0046,57.35,52.5268,-37.65,5.8e-09,7.26,1.5,0.1433,14.4307,1.5e-05,0,0,81.5402,11.795174,WiFi6E_6GHz,2.1114245875328868,8.236497134532403,0.1339188175657872
UE_004800,0.008,20.09,12.5951,-74.91,0.0003051769,5.1,1.5,1.336,24.7467,2.7e-05,0,0,59.4569,4.466441,WiFi6E_6GHz,1.8082887711792655,3.515448341450718,0.8484400649659807
UE_004801,0.0103,49.29,44.7112,-45.71,8.5e-09,2.35,1.5,0.3338,5.7688,3.4e-05,0,0,78.0964,12.279024,WiFi6E_6GHz,1.208960345836975,8.07052998382251,0.2880320112160688
UE_004802,0.0075,14.28,9.9119,-80.72,0.033282618,8.4,1.5,5.225,13.0564,2.5e-05,0,0,53.942,2.305586,WiFi6E_6GHz,2.2407096892759584,1.4777825195607202,1.8285734423507711
UE_004803,0.01,13.97,10.4466,-81.03,0.0151391985,15.23,1.5,6.0794,-28.5897,3.3e-05,0,0,50.2779,2.419706,WiFi6E_6GHz,2.7868613815264998,1.8198971166329727,1.9571891583517915
UE_004804,0.0046,37.33,33.7629,-57.67,2.4e-09,14.39,1.5,0.2247,-1.0801,1.5e-05,0,0,80.9418,11.841954,WiFi6E_6GHz,2.733717947850788,8.619607839942972,0.20269591604510462
UE_004805,0.0057,11.69,5.6353,-83.31,0.0107176722,15.29,1.5,7.1009,-10.8777,1.9e-05,0,0,52.3822,2.669385,WiFi6E_6GHz,2.790551422613954,1.9698995299453184,2.091975166617122
UE_004806,0.0055,46.8,43.967,-48.2,9.9e-09,38.06,1.5,0.2577,2.1177,1.8e-05,0,0,81.1077,11.585719,WiFi6E_6GHz,3.665098925448533,8.004320939488379,0.2292846560709728
UE_004807,0.0033,49.66,47.5382,-45.34,4.2e-09,37.29,1.5,0.3559,-18.7701,1.1e-05,0,0,83.3416,11.906719,WiFi6E_6GHz,3.6451887654892032,8.376647318462007,0.30446544048612645
UE_004808,0.0021,43.54,37.9396,-51.46,5.6e-09,14.83,1.5,0.2301,20.2882,7e-06,0,0,80.4937,11.662266,WiFi6E_6GHz,2.761906873892921,8.25173442733126,0.20709546689260228
UE_004809,0.0061,56.44,49.6607,-38.56,4.6e-09,36.1,1.5,0.1624,4.7152,2e-05,0,0,84.1095,11.576528,WiFi6E_6GHz,3.6136169696133895,8.337147766735203,0.15048683327393608
UE_004810,0.0111,9.35,7.021,-85.65,0.0246935513,31.54,1.5,33.7747,17.5853,3.7e-05,0,0,36.5026,2.068614,WiFi6E_6GHz,3.482470101790892,1.6074164475521124,3.5488901108851634
UE_004811,0.0033,13.82,8.9115,-81.18,0.0211731743,12.1,1.5,6.7273,-4.5596,1.1e-05,0,0,54.6197,2.442931,WiFi6E_6GHz,2.5726122302071057,1.6742140272869668,2.0447595130974823
UE_004812,0.0098,27.06,24.2284,-67.94,7.789e-07,33.12,1.5,0.1523,28.0416,3.3e-05,0,0,71.0405,6.767374,WiFi6E_6GHz,3.5298837226234783,6.108517738586718,0.14175994503783174
UE_004813,0.0052,21.26,15.4459,-73.74,0.0009271571,33.75,1.9852,0.5158,24.0051,1.7e-05,0,0,66.5536,5.665712,WiFi6E_6GHz,3.548179572010801,3.0328466711233975,0.4159433523957917
UE_004814,0.0048,14.2,9.0732,-80.8,0.0073548631,22.5,1.5,4.5268,-10.6623,1.6e-05,0,0,52.8432,2.559015,WiFi6E_6GHz,3.157000421150113,2.1334254065576066,1.7096089862003774
UE_004815,0.0052,26.06,21.1123,-68.94,9.5906e-06,22.75,1.7157,0.1728,31.67,1.7e-05,0,0,68.9513,6.833613,WiFi6E_6GHz,3.16758253048065,5.0181541766869735,0.15939405215025
UE_004816,0.0026,20.6,13.7228,-74.4,0.000816783,21.95,1.5,1.1425,-11.5861,9e-06,0,0,66.9707,4.846795,WiFi6E_6GHz,3.133317936506554,3.0878933094234977,0.7619733714897978
UE_004817,0.0019,21.53,18.8456,-73.47,0.0005486836,10.68,1.5,0.6804,-28.4135,6e-06,0,0,61.9287,5.053036,WiFi6E_6GHz,2.4578779774000807,3.260678019759522,0.5190318603130899
UE_004818,0.0035,20.65,14.0667,-74.35,0.0003058512,12.38,1.5,1.4183,26.8246,1.2e-05,0,0,64.6762,4.718955,WiFi6E_6GHz,2.5937610547000824,3.5144898097986825,0.8830648139755278
UE_004819,0.0044,10.32,5.053,-84.68,0.048662544,7.87,1.5,7.3955,4.4226,1.5e-05,0,0,45.8875,1.80747,WiFi6E_6GHz,2.1826747963214883,1.312805190581609,2.127695848017387
UE_004820,0.0108,16.17,12.4723,-78.83,0.0003328825,7.94,1.5,0.9187,14.7538,3.6e-05,0,0,55.9578,3.478333,WiFi6E_6GHz,2.190535589185423,3.4777090342782584,0.6516478733819163
UE_004821,0.0043,23.42,19.3287,-71.58,0.0008624226,9.83,1.5,0.6837,22.495,1.4e-05,0,0,67.2511,5.234723,WiFi6E_6GHz,2.382320061012899,3.0642798707090875,0.520993752681617
UE_004822,0.0106,45.09,40.6761,-49.91,8e-09,15.35,1.5228,0.225,-19.2313,3.5e-05,0,0,80.116,11.720037,WiFi6E_6GHz,2.794227897343262,8.09685572959046,0.20294084399669032
UE_004823,0.0082,45.94,42.0156,-49.06,1.5e-09,15.94,1.5,0.2327,-8.7784,2.7e-05,0,0,79.8757,11.665535,WiFi6E_6GHz,2.8296776892239084,8.82361930775673,0.2092068855753367
