UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,network_type
UE_012,1.4191,27.16,24.317,-56.771,1.199e-05,113.165,1.71,0.28,-50.9,0.0047,10.48,0.38,100.0,8.08,173.5,18.83,UAV
UE_013,0.3303,48.012,46.221,-45.883,1.98e-05,214.961,1.58,2.02,-71.7,0.0011,0.0,0.0,100.0,15.35,313.7,11.02,UAV
UE_014,2.0895,24.926,20.336,-57.184,2.35e-06,94.764,1.25,0.37,112.3,0.007,0.0,0.0,100.0,6.77,435.4,16.91,UAV
UE_015,0.6053,37.937,35.405,-51.017,1.839e-05,164.664,1.54,1.45,-66.5,0.002,0.0,0.0,100.0,11.76,173.6,11.06,UAV
UE_016,1.6047,25.645,22.155,-57.682,3.88e-06,103.157,1.06,2.09,-63.6,0.0053,0.0,0.0,100.0,7.37,185.3,18.62,UAV
UE_017,1.7817,25.327,22.075,-56.975,3.25e-06,102.791,1.5,0.1,2.0,0.0059,0.0,0.0,100.0,7.34,425.6,13.6,UAV
UE_018,1.2995,33.795,31.98,-53.255,1.03e-06,148.744,1.62,0.2,-73.9,0.0043,0.0,0.0,100.0,10.62,463.9,19.2,UAV
UE_019,1.2786,34.747,31.273,-52.709,1.345e-05,145.455,1.79,0.21,-100.7,0.0043,0.0,0.0,100.0,10.39,367.7,16.29,UAV
UE_000,1.3539,26.03,24.666,-56.217,7.11e-06,114.783,1.55,0.13,-18.7,0.0045,0.0,0.0,100.0,8.2,46.5,10.64,UAV
UE_001,1.8128,28.582,25.499,-55.05,1.234e-05,118.643,1.63,0.79,15.0,0.006,0.0,0.0,100.0,8.47,162.0,18.03,UAV
UE_002,0.7227,35.905,32.793,-50.568,1.595e-05,152.522,1.26,0.1,87.6,0.0024,0.0,0.0,100.0,10.89,341.2,13.85,UAV
UE_003,1.2514,27.858,24.233,-57.286,3.107e-05,112.778,1.67,1.01,-92.6,0.0042,0.0,0.0,100.0,8.06,140.9,12.55,UAV
UE_004,0.891,37.297,34.237,-50.859,2.421e-05,159.233,1.57,0.1,-117.7,0.003,0.0,0.0,100.0,11.37,339.5,19.47,UAV
UE_005,1.5499,28.282,23.88,-57.053,9.05e-06,111.14,1.08,0.63,-92.2,0.0052,0.0,0.0,100.0,7.94,74.8,14.51,UAV
UE_006,1.5168,26.513,23.694,-57.649,1.621e-05,110.28,1.09,1.25,-3.5,0.0051,18.79,0.88,100.0,7.88,111.6,11.86,UAV
UE_007,1.2178,28.228,27.195,-54.414,5.28e-06,126.514,1.88,1.1,36.4,0.0041,0.0,0.0,100.0,9.04,201.6,10.47,UAV
UE_008,1.5182,26.424,21.506,-57.874,6.27e-06,100.16,1.89,0.1,-30.7,0.0051,0.0,0.0,100.0,7.15,233.2,10.42,UAV
UE_009,0.984,35.739,33.261,-54.154,6.87e-06,154.695,1.68,0.75,-103.3,0.0033,0.0,0.0,100.0,11.05,481.6,15.53,UAV
UE_010,1.1933,28.203,26.503,-56.63,1.57e-06,123.301,1.89,0.73,58.6,0.004,0.0,0.0,100.0,8.81,96.1,10.5,UAV
UE_011,0.7015,36.648,30.702,-49.799,1.197e-05,142.801,1.78,0.68,63.3,0.0023,0.0,0.0,100.0,10.2,251.7,10.74,UAV
UE_012,1.3121,27.773,25.726,-55.205,3.89e-06,119.696,1.73,1.17,40.1,0.0044,10.48,0.35,100.0,8.55,168.8,14.85,UAV
UE_013,0.4413,46.346,41.84,-48.411,8.29e-06,194.585,1.32,0.24,-125.8,0.0015,0.0,0.0,100.0,13.9,327.8,19.33,UAV
UE_014,2.2465,24.818,21.7,-57.918,5.32e-06,101.057,1.24,1.1,105.4,0.0075,0.0,0.0,100.0,7.22,444.2,15.88,UAV
UE_015,0.6772,36.255,34.435,-52.293,9.36e-06,160.154,1.67,0.27,-81.5,0.0023,0.0,0.0,100.0,11.44,178.1,13.55,UAV
UE_016,1.7647,27.679,23.954,-56.571,1.234e-05,111.483,1.1,0.1,64.8,0.0059,0.0,0.0,100.0,7.96,184.8,18.97,UAV
UE_017,1.6652,25.749,22.764,-56.643,1.623e-05,105.977,1.86,0.98,-1.8,0.0056,0.0,0.0,100.0,7.57,409.0,11.76,UAV
UE_018,1.464,30.82,29.903,-54.742,1.454e-05,139.088,1.51,0.1,-67.2,0.0049,0.0,0.0,100.0,9.93,488.4,17.48,UAV
UE_019,1.1837,29.701,27.886,-54.513,2.49e-06,129.723,1.78,0.66,-73.1,0.0039,0.0,0.0,100.0,9.27,304.5,11.82,UAV
UE_000,1.2537,28.98,25.144,-56.165,1.052e-05,116.997,1.17,0.93,20.2,0.0042,0.0,0.0,100.0,8.36,56.5,11.5,UAV
UE_001,1.9698,27.949,23.872,-56.53,1.126e-05,111.104,1.25,0.67,14.0,0.0066,0.0,0.0,100.0,7.94,154.0,16.79,UAV
UE_002,0.549,45.222,42.161,-49.629,8.65e-06,196.081,1.87,0.42,118.8,0.0018,0.0,0.0,100.0,14.01,312.2,18.79,UAV
UE_003,1.1065,27.155,24.304,-57.139,4.81e-06,113.105,1.01,2.74,-140.8,0.0037,0.0,0.0,100.0,8.08,152.1,19.09,UAV
UE_004,0.9941,33.898,31.888,-53.356,2.8e-06,148.314,1.89,1.97,93.0,0.0033,0.0,0.0,100.0,10.59,338.5,15.4,UAV
UE_005,1.423,29.176,24.218,-55.027,8.34e-06,112.707,1.82,0.61,-82.2,0.0047,0.0,0.0,100.0,8.05,86.4,12.94,UAV
UE_006,1.5773,25.472,23.288,-57.025,1.064e-05,108.399,1.48,0.61,3.0,0.0053,18.79,0.92,100.0,7.74,67.6,10.19,UAV
UE_007,1.3608,28.195,24.092,-57.533,9.97e-06,112.124,1.31,1.18,52.5,0.0045,0.0,0.0,100.0,8.01,183.0,15.09,UAV
UE_008,1.642,26.879,22.35,-57.42,1.071e-05,104.06,1.16,0.73,-37.4,0.0055,0.0,0.0,100.0,7.43,237.6,12.71,UAV
UE_009,0.844,41.874,40.263,-50.504,4.35e-06,187.255,1.35,0.76,-123.8,0.0028,0.0,0.0,100.0,13.38,481.4,18.6,UAV
UE_010,1.3363,27.893,24.64,-54.94,2.4e-06,114.665,1.56,0.92,-84.2,0.0045,0.0,0.0,100.0,8.19,62.4,15.07,UAV
UE_011,0.753,36.524,33.307,-52.016,9.74e-06,154.908,1.62,1.53,110.5,0.0025,0.0,0.0,100.0,11.06,233.5,18.75,UAV
UE_012,1.268,25.923,23.708,-56.585,1.707e-05,110.347,1.82,0.1,86.7,0.0042,10.48,0.34,100.0,7.88,193.4,14.97,UAV
UE_013,0.5506,43.875,41.162,-49.226,8.17e-06,191.434,1.19,0.1,-90.9,0.0018,0.0,0.0,100.0,13.67,337.9,13.97,UAV
UE_014,2.0539,25.849,23.522,-57.285,6.32e-06,109.484,1.3,1.95,-129.3,0.0068,0.0,0.0,100.0,7.82,433.5,19.48,UAV
UE_015,0.7579,33.771,31.296,-54.965,1.135e-05,145.562,1.83,0.1,-74.2,0.0025,0.0,0.0,100.0,10.4,182.1,12.33,UAV
UE_016,1.6398,26.114,23.189,-54.439,1.31e-06,107.943,1.15,1.05,-50.3,0.0055,0.0,0.0,100.0,7.71,185.2,14.74,UAV
UE_017,1.5451,29.42,24.137,-55.039,2.34e-06,112.33,1.39,2.93,-37.8,0.0052,0.0,0.0,100.0,8.02,404.1,13.59,UAV
UE_018,1.2867,33.727,31.047,-54.403,7.05e-06,144.405,1.08,1.08,72.5,0.0043,0.0,0.0,100.0,10.31,462.0,18.86,UAV
UE_019,1.0476,30.902,27.616,-55.494,1.889e-05,128.469,1.6,0.51,-111.9,0.0035,0.0,0.0,100.0,9.18,207.8,18.1,UAV
UE_000,1.3914,29.112,27.278,-56.054,1.571e-05,126.9,1.15,0.56,-27.6,0.0046,0.0,0.0,100.0,9.06,42.7,15.73,UAV
UE_001,2.0912,24.264,23.036,-58.08,1.735e-05,107.231,1.85,0.1,10.7,0.007,0.0,0.0,100.0,7.66,147.9,12.86,UAV
UE_002,0.3827,50.532,47.284,-45.667,1.28e-06,219.904,1.2,0.13,123.6,0.0013,0.0,0.0,100.0,15.71,282.1,19.55,UAV
UE_003,1.0264,28.649,27.21,-55.581,1.764e-05,126.583,1.69,0.2,-85.0,0.0034,0.0,0.0,100.0,9.04,158.8,11.52,UAV
UE_004,1.1216,33.801,30.8,-53.864,7.25e-06,143.257,1.4,0.79,102.8,0.0037,0.0,0.0,100.0,10.23,337.4,17.01,UAV
UE_005,1.5665,26.32,23.415,-57.82,2.72e-06,108.987,1.15,0.13,92.9,0.0052,0.0,0.0,100.0,7.78,73.3,14.63,UAV
UE_006,1.4948,25.19,23.347,-58.037,8.1e-06,108.672,1.66,0.47,-4.2,0.005,18.79,0.87,100.0,7.76,128.5,14.09,UAV
UE_007,1.5204,27.281,23.663,-55.294,5.16e-06,110.135,1.05,0.3,57.9,0.0051,0.0,0.0,100.0,7.87,162.5,16.64,UAV
UE_008,1.7766,27.043,25.088,-55.868,5.98e-06,116.738,1.25,1.06,-40.6,0.0059,0.0,0.0,100.0,8.34,242.3,13.77,UAV
UE_009,0.7449,42.887,40.059,-47.772,1.242e-05,186.302,1.5,0.1,-100.8,0.0025,0.0,0.0,100.0,13.31,481.2,15.14,UAV
UE_010,1.232,27.519,25.299,-57.474,3.73e-06,117.717,1.1,1.04,61.2,0.0041,0.0,0.0,100.0,8.41,86.9,10.97,UAV
UE_011,0.8316,37.246,33.619,-50.991,1.48e-06,156.361,1.04,0.86,97.5,0.0028,0.0,0.0,100.0,11.17,217.4,16.55,UAV
UE_012,1.2436,27.183,24.824,-56.806,1.105e-05,115.515,1.77,1.0,73.7,0.0041,10.48,0.33,100.0,8.25,214.3,12.73,UAV
UE_013,0.6988,41.962,39.132,-49.251,3.73e-06,181.995,1.74,0.47,-110.9,0.0023,0.0,0.0,100.0,13.0,350.3,17.04,UAV
UE_014,2.161,27.335,25.762,-57.113,1.326e-05,119.866,1.1,1.15,72.0,0.0072,0.0,0.0,100.0,8.56,439.4,10.84,UAV
UE_015,0.8957,35.255,33.01,-52.406,6.32e-06,153.529,1.34,0.43,-110.0,0.003,0.0,0.0,100.0,10.97,188.2,18.29,UAV
UE_016,1.7494,26.094,23.293,-58.168,8.29e-06,108.421,1.81,0.1,44.3,0.0058,0.0,0.0,100.0,7.74,184.8,12.96,UAV
UE_017,1.398,30.646,27.42,-53.925,2.93e-06,127.559,1.79,2.4,-47.6,0.0047,0.0,0.0,100.0,9.11,397.9,17.11,UAV
UE_018,1.4316,32.005,31.243,-53.612,4.35e-06,145.316,1.9,0.47,-59.4,0.0048,0.0,0.0,100.0,10.38,483.6,15.43,UAV
UE_019,0.9591,30.285,25.181,-56.105,1.535e-05,117.169,1.69,1.19,-80.3,0.0032,0.0,0.0,100.0,8.37,138.5,12.98,UAV
UE_000,1.2938,28.267,26.783,-55.766,4.82e-06,124.601,1.51,1.68,19.5,0.0043,0.0,0.0,100.0,8.9,52.5,11.1,UAV
UE_001,1.9912,24.526,21.087,-58.913,1.167e-05,98.226,1.29,0.15,-8.8,0.0066,0.0,0.0,100.0,7.02,152.9,10.58,UAV
UE_002,0.3027,50.956,47.993,-44.435,5.85e-06,223.2,1.0,0.12,71.7,0.001,0.0,0.0,100.0,15.94,264.6,11.34,UAV
UE_003,0.9166,31.956,29.973,-53.865,2.066e-05,139.416,1.84,0.31,-132.4,0.0031,0.0,0.0,100.0,9.96,169.3,17.95,UAV
UE_004,0.9789,35.637,32.457,-52.154,9.79e-06,150.96,1.58,0.24,-115.8,0.0033,0.0,0.0,100.0,10.78,338.7,19.16,UAV
UE_005,1.4213,24.963,21.187,-57.575,6.74e-06,98.69,1.48,1.1,-94.0,0.0047,0.0,0.0,100.0,7.05,86.6,14.8,UAV
UE_006,1.6002,26.205,25.124,-57.735,1.476e-05,116.905,1.58,0.55,5.3,0.0053,18.79,0.93,100.0,8.35,51.7,17.76,UAV
UE_007,1.6442,27.996,25.934,-54.678,2.388e-05,120.661,1.69,2.06,44.6,0.0055,0.0,0.0,100.0,8.62,146.7,12.82,UAV
UE_008,1.9508,27.257,24.578,-56.708,3.49e-06,114.374,1.4,0.59,-52.3,0.0065,0.0,0.0,100.0,8.17,248.3,17.75,UAV
UE_009,0.6837,42.048,40.437,-48.193,1.686e-05,188.063,1.17,0.2,-75.2,0.0023,0.0,0.0,100.0,13.43,481.1,11.29,UAV
UE_010,1.3854,26.313,23.505,-55.012,1.528e-05,109.405,1.4,0.43,-89.9,0.0046,0.0,0.0,100.0,7.81,50.9,16.11,UAV
UE_011,0.8999,29.764,25.127,-55.139,2.182e-05,116.92,1.17,0.23,67.5,0.003,0.0,0.0,100.0,8.35,206.3,11.45,UAV
UE_012,1.2318,29.84,28.794,-55.555,3.72e-06,133.937,1.26,0.1,75.7,0.0041,10.48,0.33,100.0,9.57,235.7,13.06,UAV
UE_013,0.8467,34.363,31.81,-52.795,1.57e-06,147.953,1.72,1.56,-104.9,0.0028,0.0,0.0,100.0,10.57,362.0,16.12,UAV
UE_014,2.0511,24.117,18.26,-56.443,7.86e-06,85.222,1.86,0.3,-73.9,0.0068,0.0,0.0,98.911,6.09,433.3,11.13,UAV
UE_015,1.0549,30.694,28.706,-52.797,2.124e-05,133.528,1.78,0.56,-115.3,0.0035,0.0,0.0,100.0,9.54,194.5,19.17,UAV
UE_016,1.5926,25.932,23.753,-56.511,7.79e-06,110.553,1.79,0.43,-63.7,0.0053,0.0,0.0,100.0,7.9,185.4,18.66,UAV
UE_017,1.2783,33.147,29.834,-54.169,2.11e-06,138.769,1.37,1.05,-40.3,0.0043,0.0,0.0,100.0,9.91,392.6,14.47,UAV
UE_018,1.2806,34.35,33.747,-53.708,5.53e-06,156.954,1.26,3.0,61.9,0.0043,0.0,0.0,100.0,11.21,461.0,16.09,UAV
UE_019,1.076,29.493,28.018,-54.993,6.88e-06,130.337,1.15,0.16,104.5,0.0036,0.0,0.0,100.0,9.31,228.8,16.91,UAV
UE_000,1.2725,29.835,27.501,-55.021,6.77e-06,127.933,1.5,2.19,120.6,0.0042,0.0,0.0,100.0,9.14,78.3,16.98,UAV
UE_001,1.9428,24.572,22.527,-58.24,6.76e-06,104.88,1.39,0.58,-84.3,0.0065,0.0,0.0,100.0,7.49,153.0,10.57,UAV
UE_002,0.2535,52.204,48.292,-42.703,4.13e-06,224.593,1.15,0.47,64.6,0.0008,0.0,0.0,100.0,16.04,248.8,10.21,UAV
UE_003,0.8655,31.981,29.332,-54.339,1.415e-05,136.44,1.68,0.54,-73.9,0.0029,42.45,1.44,100.0,9.75,175.1,10.02,UAV
UE_004,1.0924,39.691,36.833,-50.066,1.641e-05,171.303,1.36,0.53,93.0,0.0036,0.0,0.0,100.0,12.24,337.6,15.39,UAV
UE_005,1.6051,23.734,20.218,-56.865,3.69e-06,94.219,1.3,0.1,118.9,0.0054,30.27,1.75,100.0,6.73,69.7,18.73,UAV
UE_006,1.5287,22.589,20.488,-59.24,1.363e-05,95.465,1.49,3.0,-3.5,0.0051,18.79,0.89,100.0,6.82,102.7,11.79,UAV
UE_007,1.7641,24.558,22.621,-59.152,6.95e-06,105.315,1.85,0.76,42.9,0.0059,0.0,0.0,100.0,7.52,131.5,12.35,UAV
UE_008,2.1037,24.662,21.596,-58.007,1.79e-05,100.577,1.39,0.59,-45.7,0.007,0.0,0.0,100.0,7.18,253.6,15.53,UAV
UE_009,0.6168,44.526,43.111,-47.202,7.17e-06,200.499,1.7,1.49,-120.5,0.0021,0.0,0.0,100.0,14.32,480.9,18.1,UAV
UE_010,1.2172,28.428,23.74,-57.176,2.482e-05,110.494,1.41,1.5,98.7,0.0041,0.0,0.0,100.0,7.89,90.4,17.67,UAV
UE_011,1.0047,29.891,24.681,-54.675,1.683e-05,114.85,1.75,2.47,90.4,0.0033,0.0,0.0,100.0,8.2,191.4,15.34,UAV
UE_012,1.2376,29.431,27.094,-56.249,9.23e-06,126.048,1.78,0.55,101.8,0.0041,10.48,0.33,100.0,9.0,264.6,17.56,UAV
UE_013,0.9574,35.03,31.365,-53.499,5.3e-06,145.885,1.81,1.58,-76.6,0.0032,0.0,0.0,100.0,10.42,370.6,11.77,UAV
UE_014,2.2371,24.213,20.168,-55.375,2.27e-06,93.986,1.82,1.37,125.0,0.0075,0.0,0.0,100.0,6.71,443.7,18.82,UAV
UE_015,0.9153,32.111,30.985,-53.966,6.36e-06,144.117,1.19,1.73,100.6,0.0031,0.0,0.0,100.0,10.29,189.0,16.73,UAV
UE_016,1.745,27.112,24.508,-56.734,2.11e-06,114.051,1.68,2.75,62.0,0.0058,0.0,0.0,100.0,8.15,184.8,18.15,UAV
UE_017,1.1597,33.784,28.789,-53.737,1.473e-05,133.915,1.8,0.12,-41.9,0.0039,0.0,0.0,100.0,9.57,387.1,15.06,UAV
UE_018,1.4652,28.432,26.569,-54.472,1.441e-05,123.61,1.68,1.73,-75.5,0.0049,0.0,0.0,100.0,8.83,488.5,19.63,UAV
UE_019,0.9542,34.095,31.672,-52.316,2.09e-05,147.309,1.42,0.3,-109.3,0.0032,0.0,0.0,100.0,10.52,134.4,17.68,UAV
UE_000,1.2712,26.578,23.58,-55.89,2.58e-06,109.752,1.88,1.74,88.6,0.0042,0.0,0.0,100.0,7.84,97.4,12.48,UAV
UE_001,1.897,26.502,25.019,-57.657,9.97e-06,116.417,1.18,0.95,-88.4,0.0063,0.0,0.0,100.0,8.32,153.2,11.09,UAV
UE_002,0.2536,54.594,50.278,-43.314,7.25e-06,233.826,1.18,0.16,105.2,0.0008,0.0,0.0,100.0,16.7,223.2,16.64,UAV
UE_003,0.8154,31.954,31.702,-52.441,4.58e-06,147.449,1.09,1.54,-90.4,0.0027,42.45,1.35,100.0,10.53,182.3,12.26,UAV
UE_004,0.9789,35.601,31.051,-52.087,2e-06,144.426,1.88,0.27,-93.1,0.0033,0.0,0.0,100.0,10.32,338.7,15.41,UAV
UE_005,1.4726,25.598,21.243,-57.257,7.67e-06,98.947,1.67,0.43,-85.7,0.0049,30.27,1.6,100.0,7.07,81.9,13.49,UAV
UE_006,1.6353,27.079,26.81,-57.404,2.83e-06,124.727,1.44,0.35,5.1,0.0055,18.79,0.95,100.0,8.91,28.0,17.28,UAV
UE_007,1.9307,24.51,21.956,-57.831,1.379e-05,102.241,1.86,2.32,59.4,0.0064,0.0,0.0,100.0,7.3,110.5,17.08,UAV
UE_008,2.0033,26.672,21.389,-57.769,3.8e-06,99.621,1.45,0.23,30.0,0.0067,0.0,0.0,100.0,7.12,250.1,10.2,UAV
UE_009,0.5984,43.006,40.06,-49.197,7.94e-06,186.31,1.38,0.1,-92.2,0.002,0.0,0.0,100.0,13.31,480.8,13.86,UAV
UE_010,1.3722,30.076,27.847,-54.429,3.22e-06,129.539,1.53,0.13,-91.0,0.0046,0.0,0.0,100.0,9.25,54.0,16.29,UAV
UE_011,1.0797,28.566,23.261,-56.253,5.01e-06,108.275,1.49,0.53,59.3,0.0036,0.0,0.0,100.0,7.73,181.6,10.06,UAV
UE_012,1.2539,28.878,26.684,-55.958,1.262e-05,124.143,1.25,0.1,63.8,0.0042,10.48,0.33,100.0,8.87,282.6,11.0,UAV
UE_013,1.1266,33.866,31.244,-54.501,6.95e-06,145.321,1.43,3.0,-115.2,0.0038,0.0,0.0,100.0,10.38,383.4,17.7,UAV
UE_014,2.0943,20.972,17.21,-58.752,1.451e-05,80.42,1.43,0.36,-95.9,0.007,0.0,0.0,95.236,5.74,435.7,14.45,UAV
UE_015,1.0404,30.098,28.032,-55.93,3.31e-06,130.401,1.88,0.19,-90.4,0.0035,0.0,0.0,100.0,9.31,193.9,15.03,UAV
UE_016,1.6253,25.242,23.374,-57.107,1.285e-05,108.797,1.59,0.19,-48.5,0.0054,0.0,0.0,100.0,7.77,185.3,14.19,UAV
UE_017,1.047,35.661,30.228,-51.289,9.82e-06,140.601,1.6,0.53,-42.9,0.0035,0.0,0.0,100.0,10.04,381.5,15.41,UAV
UE_018,1.354,34.467,32.236,-53.177,4.62e-06,149.931,1.9,0.87,45.3,0.0045,0.0,0.0,100.0,10.71,472.0,11.78,UAV
UE_019,1.08,32.69,28.99,-54.49,1.261e-05,134.847,1.36,1.82,112.7,0.0036,0.0,0.0,100.0,9.63,231.7,18.22,UAV
UE_000,1.2838,31.466,27.907,-54.347,5.89e-06,129.82,1.37,3.0,97.2,0.0043,0.0,0.0,100.0,9.27,118.2,13.69,UAV
UE_001,1.8475,26.072,23.978,-56.691,1.147e-05,111.597,1.8,0.37,-110.4,0.0062,0.0,0.0,100.0,7.97,153.3,13.84,UAV
UE_002,0.3397,49.028,43.992,-45.836,1.4e-05,204.595,1.29,1.4,99.6,0.0011,0.0,0.0,100.0,14.61,198.9,15.75,UAV
UE_003,0.782,32.193,28.698,-53.882,1.773e-05,133.495,1.54,0.29,-88.8,0.0026,42.45,1.29,100.0,9.54,189.3,12.04,UAV
UE_004,1.1196,31.241,28.291,-54.386,5.03e-06,131.604,1.3,1.09,114.3,0.0037,0.0,0.0,100.0,9.4,337.4,18.91,UAV
UE_005,1.63,24.769,22.677,-57.55,1.71e-05,105.572,1.58,0.91,101.8,0.0054,30.27,1.77,100.0,7.54,67.5,16.02,UAV
UE_006,1.5716,24.832,22.752,-57.968,1.276e-05,105.92,1.28,1.0,-3.0,0.0052,18.79,0.92,100.0,7.57,71.6,10.09,UAV
UE_007,2.042,24.577,22.927,-58.285,8.99e-06,106.731,1.03,0.43,39.5,0.0068,0.0,0.0,100.0,7.62,96.5,11.37,UAV
UE_008,1.8787,23.322,18.056,-58.398,5.58e-06,84.286,1.7,3.0,37.4,0.0063,0.0,0.0,98.195,6.02,245.8,12.68,UAV
UE_009,0.6174,41.262,40.623,-50.471,1.904e-05,188.926,1.9,1.66,94.0,0.0021,0.0,0.0,100.0,13.49,480.9,14.12,UAV
UE_010,1.2708,31.243,28.591,-54.867,1.93e-06,132.996,1.57,0.19,59.3,0.0042,0.0,0.0,100.0,9.5,77.7,10.63,UAV
UE_011,1.1973,29.292,25.025,-55.049,3.75e-06,116.448,1.51,1.11,87.5,0.004,0.0,0.0,100.0,8.32,167.2,14.84,UAV
UE_012,1.2938,27.727,28.461,-56.309,1.778e-05,132.394,1.62,0.82,92.4,0.0043,10.48,0.34,100.0,9.46,308.8,15.95,UAV
UE_013,1.2479,34.518,32.389,-54.179,3.97e-06,150.643,1.56,0.62,-81.7,0.0042,0.0,0.0,100.0,10.76,392.5,12.55,UAV
UE_014,2.2496,18.699,15.083,-61.637,0.000101,70.765,1.08,0.16,104.3,0.0075,0.0,0.0,87.792,5.05,444.4,15.71,UAV
UE_015,0.9148,31.351,28.994,-55.208,9.2e-06,134.867,1.73,0.19,90.8,0.003,0.0,0.0,100.0,9.63,188.9,15.09,UAV
UE_016,1.7818,27.068,24.642,-57.674,1.172e-05,114.671,1.43,1.49,63.1,0.0059,0.0,0.0,100.0,8.19,184.7,18.47,UAV
UE_017,0.9615,33.063,29.943,-54.408,1.392e-05,139.275,1.86,0.71,-35.9,0.0032,0.0,0.0,100.0,9.95,376.8,12.89,UAV
UE_018,1.4808,31.207,29.694,-56.476,2.193e-05,138.118,1.53,1.22,-51.7,0.0049,0.0,0.0,100.0,9.87,490.8,13.43,UAV
UE_019,0.955,31.571,27.994,-54.385,1.698e-05,130.226,1.35,0.1,-111.8,0.0032,0.0,0.0,100.0,9.3,135.1,18.08,UAV
UE_000,1.3212,29.687,26.564,-55.337,1.01e-05,123.587,1.25,0.66,126.1,0.0044,0.0,0.0,100.0,8.83,145.3,17.76,UAV
UE_001,1.8091,25.081,20.656,-56.228,1.392e-05,96.238,1.16,3.0,-105.0,0.006,0.0,0.0,100.0,6.87,153.5,13.16,UAV
UE_002,0.4704,40.715,37.228,-50.343,2.26e-06,173.142,1.79,0.23,103.7,0.0016,0.0,0.0,100.0,12.37,173.6,16.4,UAV
UE_003,0.7656,31.237,28.242,-54.388,2.128e-05,131.374,1.76,2.16,-97.9,0.0026,42.45,1.25,100.0,9.38,197.0,13.27,UAV
UE_004,0.9722,34.303,30.085,-53.995,8.39e-06,139.937,1.13,3.0,-120.0,0.0032,0.0,0.0,100.0,10.0,338.7,19.87,UAV
UE_005,1.4867,26.755,22.602,-57.895,5.71e-06,105.227,1.27,0.1,-92.6,0.005,30.27,1.62,100.0,7.52,80.6,14.59,UAV
UE_006,1.4791,26.537,25.013,-56.087,1.487e-05,116.393,1.77,0.11,-4.7,0.0049,18.79,0.86,100.0,8.31,140.8,16.02,UAV
UE_007,2.1576,25.206,19.552,-57.29,2.403e-05,91.154,1.24,1.16,41.0,0.0072,0.0,0.0,100.0,6.51,81.9,11.79,UAV
UE_008,2.0281,27.046,23.052,-56.017,6.77e-06,107.305,1.01,1.14,-44.8,0.0068,0.0,0.0,100.0,7.66,251.0,15.2,UAV
UE_009,0.5993,44.62,43.055,-48.444,7.44e-06,200.236,1.17,0.7,-124.9,0.002,0.0,0.0,100.0,14.3,480.7,18.77,UAV
UE_010,1.1139,28.775,26.625,-57.571,3.93e-06,123.867,1.44,0.2,93.0,0.0037,0.0,0.0,100.0,8.85,115.0,16.66,UAV
UE_011,1.3367,26.752,22.588,-57.552,9.66e-06,105.161,1.22,0.15,98.2,0.0045,0.0,0.0,100.0,7.51,151.0,16.67,UAV
UE_012,1.3514,28.82,24.517,-55.433,9.83e-06,114.094,1.76,0.1,92.4,0.0045,10.48,0.36,100.0,8.15,335.0,15.95,UAV
UE_013,1.4175,31.52,30.238,-53.383,9.6e-06,140.649,1.32,2.15,-113.5,0.0047,0.0,0.0,100.0,10.05,405.2,17.44,UAV
UE_014,2.0535,24.488,19.267,-58.825,1.478e-05,89.843,1.15,0.42,-131.7,0.0068,0.0,0.0,100.0,6.42,433.4,19.84,UAV
UE_015,1.0792,31.217,29.206,-53.269,1.74e-06,135.854,1.83,0.1,-117.9,0.0036,0.0,0.0,100.0,9.7,195.4,19.6,UAV
UE_016,1.6924,23.588,20.053,-59.776,5.2e-06,93.459,1.62,2.69,-35.8,0.0056,0.0,0.0,100.0,6.68,185.0,10.47,UAV
UE_017,0.8644,37.745,32.428,-50.907,3.47e-06,150.825,1.37,0.63,-47.9,0.0029,0.0,0.0,100.0,10.77,370.6,17.2,UAV
UE_018,1.3307,32.358,30.697,-54.379,1.203e-05,142.779,1.55,1.07,61.2,0.0044,0.0,0.0,100.0,10.2,468.6,15.92,UAV
UE_019,1.068,32.086,29.747,-53.818,8.39e-06,138.367,1.88,2.15,101.7,0.0036,0.0,0.0,100.0,9.88,223.0,16.45,UAV
UE_000,1.3648,26.758,25.9,-56.041,2.125e-05,120.504,1.51,3.0,96.4,0.0045,0.0,0.0,100.0,8.61,166.0,13.57,UAV
UE_001,1.7717,26.446,24.164,-57.665,9.89e-06,112.456,1.41,1.71,-141.0,0.0059,0.0,0.0,100.0,8.03,153.6,17.67,UAV
UE_002,0.6081,37.287,33.689,-52.294,2.18e-06,156.686,1.9,0.32,97.5,0.002,0.0,0.0,100.0,11.19,149.8,15.41,UAV
UE_003,0.7736,36.568,34.022,-52.25,3.6e-06,158.232,1.46,0.78,-105.6,0.0026,42.45,1.26,100.0,11.3,205.4,14.32,UAV
UE_004,1.0805,34.821,32.545,-54.561,2.16e-06,151.367,1.02,1.74,89.4,0.0036,0.0,0.0,100.0,10.81,337.7,14.8,UAV
UE_005,1.5965,26.774,22.535,-56.009,6.4e-06,104.915,1.38,3.0,71.0,0.0053,30.27,1.74,100.0,7.49,70.5,11.18,UAV
